member_id,campaign_id,touch_date,opened_email_flag,clicked_flag,conversion_flag
M006375,C202407,2024-08-15,1,0,0
M001843,C202413,2025-01-11,1,0,0
M009789,C202414,2025-06-17,0,0,0
M007827,C202408,2024-05-28,1,0,0
M007856,C202412,2024-11-13,1,1,1
M005697,C202411,2025-09-05,0,0,0
M004020,C202403,2024-08-13,0,0,0
M008584,C202406,2025-05-24,1,0,0
M004827,C202407,2025-01-05,0,0,0
M007887,C202404,2025-01-08,0,1,0
M009816,C202409,2025-05-21,1,0,0
M005733,C202415,2024-02-05,1,1,0
M002534,C202410,2024-12-21,1,0,0
M003361,C202413,2025-04-20,1,0,0
M008150,C202406,2025-07-22,0,0,0
M006686,C202415,2025-02-04,0,1,0
M009036,C202404,2024-07-10,1,0,0
M000920,C202412,2024-11-23,1,0,0
M004264,C202412,2025-08-27,1,0,0
M009644,C202412,2024-09-19,0,0,0
M001887,C202413,2024-07-25,0,1,0
M002522,C202401,2025-01-23,1,1,1
M006351,C202414,2025-03-31,1,1,0
M008521,C202414,2025-04-13,1,0,0
M001674,C202406,2024-02-01,1,0,0
M008075,C202412,2024-04-23,1,0,0
M000855,C202414,2024-03-23,1,1,1
M009285,C202412,2024-05-30,1,0,0
M003604,C202405,2024-08-20,1,0,0
M005376,C202413,2025-07-17,0,0,0
M006141,C202410,2024-07-19,1,1,1
M006495,C202404,2024-03-27,1,0,0
M000523,C202409,2024-05-14,1,0,0
M008300,C202401,2024-06-07,0,1,0
M004140,C202404,2025-02-26,0,1,0
M002996,C202410,2025-07-07,0,0,0
M004719,C202414,2024-09-11,0,0,0
M001877,C202405,2024-07-23,1,1,0
M001546,C202405,2024-04-21,1,1,0
M008200,C202406,2024-05-09,1,1,1
M000414,C202404,2024-11-14,1,0,0
M002395,C202403,2025-06-25,1,0,0
M009812,C202408,2025-09-23,0,1,0
M008359,C202401,2024-11-06,0,1,0
M007798,C202409,2024-03-14,1,0,0
M001996,C202405,2024-10-12,0,0,0
M005067,C202413,2024-08-26,1,0,0
M009381,C202410,2024-11-10,1,1,0
M001939,C202414,2025-05-16,1,0,0
M006001,C202404,2024-06-23,0,1,0
M005973,C202415,2025-03-01,1,0,0
M004323,C202405,2024-08-03,1,1,0
M006455,C202410,2025-01-23,1,1,0
M009605,C202408,2024-02-06,1,0,0
M004394,C202408,2025-02-09,1,0,0
M005549,C202415,2024-11-17,0,0,0
M003770,C202407,2024-09-24,0,0,0
M001933,C202413,2025-05-16,0,0,0
M005251,C202409,2024-08-07,0,0,0
M006519,C202401,2024-05-16,1,0,0
M005587,C202404,2024-10-09,0,0,0
M004800,C202406,2024-06-24,1,1,0
M007250,C202405,2024-04-26,1,0,0
M000490,C202409,2024-05-08,1,1,1
M001564,C202407,2025-09-10,1,0,0
M008282,C202406,2025-01-10,1,0,0
M007417,C202403,2025-07-21,1,0,0
M009048,C202402,2024-09-19,1,1,0
M007401,C202402,2025-01-17,1,0,0
M009179,C202410,2025-04-07,1,0,0
M001629,C202408,2024-10-30,0,0,0
M004268,C202404,2024-07-21,0,1,0
M001797,C202410,2025-01-01,1,0,0
M003391,C202407,2024-03-01,1,1,1
M002211,C202410,2024-12-21,0,0,0
M003421,C202401,2024-06-27,1,0,0
M009320,C202401,2025-03-22,1,0,0
M001176,C202412,2025-01-12,1,0,0
M003497,C202403,2024-02-14,0,0,0
M005329,C202401,2025-09-22,0,0,0
M002094,C202405,2024-11-29,0,0,0
M008006,C202403,2024-08-19,1,0,0
M005384,C202406,2025-09-28,0,1,0
M009443,C202401,2024-10-24,1,1,0
M008000,C202410,2024-06-13,1,0,0
M009455,C202405,2024-11-16,1,0,0
M009626,C202407,2024-10-22,1,0,0
M002037,C202402,2025-02-27,1,0,0
M001781,C202408,2025-07-07,1,0,0
M006325,C202414,2024-08-19,1,0,0
M004609,C202412,2025-03-07,1,0,0
M005752,C202414,2025-07-22,0,0,0
M008808,C202407,2025-02-15,0,1,0
M000913,C202409,2025-07-19,1,0,0
M002848,C202406,2025-05-29,0,1,0
M008069,C202406,2024-06-25,0,0,0
M004483,C202401,2024-07-05,0,0,0
M002153,C202412,2024-02-15,1,0,0
M003449,C202413,2025-08-21,0,1,0
M008916,C202407,2024-09-26,1,0,0
M000332,C202401,2024-03-15,0,1,0
M003787,C202401,2024-11-15,1,0,0
M008531,C202410,2025-01-02,0,1,0
M007238,C202415,2024-06-30,0,1,0
M003850,C202411,2024-08-07,1,0,0
M003715,C202410,2024-11-09,1,0,0
M001663,C202409,2024-02-20,1,1,1
M009767,C202412,2024-09-30,1,1,0
M003706,C202403,2024-11-22,1,0,0
M006275,C202415,2024-08-17,1,0,0
M003323,C202411,2024-12-21,0,1,0
M004090,C202415,2024-04-29,1,0,0
M006687,C202408,2024-08-13,0,0,0
M007370,C202409,2024-10-30,1,0,0
M004784,C202407,2024-10-05,0,0,0
M008982,C202406,2024-09-10,1,1,0
M005561,C202407,2025-08-17,0,0,0
M004151,C202404,2025-05-30,1,0,0
M008988,C202407,2024-12-21,1,0,0
M008292,C202406,2024-02-05,0,0,0
M005854,C202414,2024-10-23,1,1,1
M007299,C202402,2024-10-27,1,0,0
M009869,C202401,2025-04-14,1,0,0
M001162,C202404,2025-03-23,1,0,0
M003491,C202406,2025-02-01,1,0,0
M005682,C202409,2024-08-16,1,0,0
M000718,C202415,2025-02-02,1,0,0
M002135,C202401,2024-08-18,1,1,0
M007188,C202402,2024-04-07,1,0,0
M008741,C202401,2024-06-29,0,0,0
M001783,C202412,2024-03-10,0,0,0
M004978,C202406,2025-09-05,0,0,0
M002301,C202410,2024-08-19,1,0,0
M005864,C202404,2025-04-11,0,1,0
M006949,C202403,2025-05-22,1,0,0
M000324,C202410,2025-05-31,0,0,0
M006136,C202415,2024-08-01,1,1,0
M008318,C202404,2024-12-30,1,0,0
M005507,C202405,2024-12-20,1,1,0
M004478,C202406,2024-03-22,0,0,0
M008819,C202406,2024-09-08,1,1,1
M001113,C202406,2024-06-22,1,0,0
M007155,C202401,2024-12-15,0,1,0
M000774,C202414,2025-02-12,0,1,0
M002097,C202415,2025-07-23,1,0,0
M002572,C202405,2025-09-15,1,0,0
M005751,C202402,2025-02-11,0,0,0
M006484,C202403,2024-05-26,1,0,0
M009863,C202412,2024-10-31,0,0,0
M009599,C202405,2024-04-12,0,0,0
M002594,C202413,2025-01-02,0,1,0
M002329,C202411,2024-08-13,1,0,0
M003343,C202410,2024-02-28,1,1,0
M001709,C202410,2025-01-15,0,0,0
M008324,C202412,2024-02-18,0,1,0
M009806,C202403,2024-04-20,0,1,0
M006292,C202409,2024-03-12,0,1,0
M009877,C202410,2024-09-22,0,0,0
M000442,C202405,2025-06-29,1,0,0
M002941,C202401,2025-07-07,1,1,0
M005118,C202402,2024-10-28,1,1,0
M004410,C202410,2025-06-03,1,1,1
M007081,C202403,2024-04-15,0,1,0
M000475,C202409,2025-06-09,1,1,0
M005570,C202413,2025-01-30,0,0,0
M006420,C202405,2024-08-27,0,0,0
M001354,C202402,2024-07-07,1,0,0
M008267,C202410,2024-07-16,1,0,0
M009624,C202404,2024-02-02,1,0,0
M009947,C202414,2025-09-12,0,1,0
M001793,C202412,2025-06-21,1,0,0
M009001,C202408,2025-02-19,0,1,0
M008755,C202404,2025-09-16,1,0,0
M004960,C202402,2025-06-02,0,1,0
M004874,C202403,2024-05-15,1,0,0
M004279,C202401,2024-09-09,1,0,0
M006086,C202410,2025-05-13,0,1,0
M004631,C202409,2024-07-22,1,0,0
M009127,C202408,2024-04-01,1,1,0
M006933,C202402,2025-05-15,1,1,1
M002305,C202401,2025-05-02,1,0,0
M006734,C202411,2025-05-15,0,0,0
M002399,C202414,2025-04-02,1,1,0
M002315,C202411,2024-04-10,0,0,0
M007081,C202402,2024-06-01,1,0,0
M004522,C202409,2024-12-23,1,1,0
M005114,C202414,2024-06-11,1,0,0
M007664,C202409,2024-04-09,1,1,0
M007843,C202414,2025-08-26,1,0,0
M000806,C202415,2024-03-05,0,0,0
M000188,C202402,2024-09-29,1,0,0
M009600,C202415,2024-07-09,1,0,0
M006271,C202411,2024-10-06,0,0,0
M004250,C202414,2025-01-01,0,0,0
M007160,C202415,2024-04-20,1,0,0
M005502,C202415,2024-11-11,1,0,0
M005105,C202404,2025-02-24,1,0,0
M009721,C202401,2024-07-19,1,1,0
M007307,C202401,2024-05-08,1,1,0
M001380,C202411,2025-01-29,1,0,0
M005874,C202408,2025-06-29,1,0,0
M000631,C202411,2025-05-20,1,0,0
M006067,C202407,2024-08-24,0,0,0
M009434,C202409,2025-06-14,0,1,0
M003334,C202414,2025-04-24,0,0,0
M007919,C202413,2024-12-05,0,0,0
M008297,C202414,2025-09-08,1,0,0
M008689,C202402,2024-03-19,0,0,0
M004925,C202408,2025-01-20,0,1,0
M009002,C202413,2024-10-25,1,0,0
M005457,C202412,2025-08-28,1,1,1
M008551,C202408,2024-05-15,1,0,0
M007665,C202410,2024-02-05,0,0,0
M006126,C202414,2024-07-30,1,0,0
M002216,C202407,2024-07-04,1,1,1
M007789,C202415,2025-01-22,0,0,0
M006657,C202412,2024-12-12,1,1,0
M002293,C202401,2025-01-19,1,1,0
M007828,C202402,2024-05-23,1,1,0
M009801,C202408,2025-01-21,1,0,0
M005932,C202413,2025-07-12,1,1,0
M002616,C202401,2024-12-18,1,0,0
M003765,C202409,2024-04-10,0,1,0
M000321,C202411,2024-04-05,0,0,0
M000477,C202405,2024-11-16,1,1,0
M002089,C202410,2025-05-31,0,1,0
M001147,C202415,2025-08-26,1,0,0
M002512,C202408,2025-05-11,1,0,0
M002650,C202415,2024-06-07,0,0,0
M000500,C202413,2024-02-09,1,0,0
M003835,C202409,2025-02-13,1,0,0
M001370,C202412,2024-02-26,0,0,0
M006738,C202415,2024-07-29,1,0,0
M005463,C202407,2025-03-31,1,1,0
M004589,C202402,2024-02-07,1,0,0
M006272,C202404,2025-06-19,1,0,0
M003895,C202401,2024-04-30,1,1,1
M008361,C202406,2024-06-30,1,1,0
M005783,C202403,2025-01-02,1,0,0
M001445,C202403,2024-12-04,0,0,0
M005760,C202401,2025-09-10,1,0,0
M007630,C202414,2024-11-10,1,0,0
M001220,C202403,2025-02-21,0,0,0
M002950,C202415,2025-02-11,0,1,0
M001374,C202402,2025-05-25,1,0,0
M000674,C202410,2024-10-12,0,1,0
M007599,C202406,2024-12-16,1,0,0
M000007,C202403,2025-01-26,0,0,0
M002718,C202413,2025-07-12,1,1,0
M005510,C202415,2024-03-06,1,0,0
M002216,C202403,2025-08-14,1,1,0
M006694,C202413,2024-04-21,1,1,0
M001195,C202413,2024-08-05,1,1,0
M006624,C202414,2025-02-19,0,0,0
M006517,C202402,2025-06-25,1,0,0
M001688,C202403,2025-01-16,0,1,0
M004542,C202401,2024-12-11,1,0,0
M004104,C202415,2024-03-16,0,0,0
M000976,C202401,2025-05-12,1,0,0
M001831,C202407,2024-03-16,1,0,0
M002783,C202412,2024-03-30,1,0,0
M006295,C202409,2024-07-18,0,0,0
M006665,C202404,2024-06-05,1,0,0
M004302,C202413,2025-06-14,1,0,0
M003324,C202407,2024-03-26,1,0,0
M001622,C202408,2024-12-10,0,1,0
M006807,C202409,2024-03-28,1,0,0
M000359,C202406,2024-09-28,0,1,0
M008823,C202411,2024-02-29,0,1,0
M005452,C202407,2025-01-31,1,1,0
M003765,C202409,2024-11-23,1,0,0
M003852,C202402,2025-06-26,0,1,0
M004109,C202404,2025-09-28,1,1,0
M000933,C202405,2025-07-16,1,0,0
M002563,C202406,2025-05-05,1,0,0
M003905,C202406,2025-02-02,0,0,0
M003028,C202403,2025-09-05,1,0,0
M004063,C202403,2024-10-22,0,1,0
M007793,C202403,2025-07-28,1,0,0
M005787,C202409,2024-02-20,1,0,0
M007576,C202409,2025-05-19,1,1,0
M008874,C202404,2025-03-29,1,1,0
M005933,C202411,2025-09-28,1,1,0
M004856,C202401,2024-07-07,0,0,0
M006410,C202410,2024-06-29,1,1,0
M005611,C202404,2025-03-14,1,0,0
M002875,C202403,2024-06-30,1,1,0
M007557,C202414,2025-08-06,1,1,1
M005026,C202412,2024-05-23,1,0,0
M000691,C202413,2025-03-24,1,0,0
M006194,C202401,2025-04-25,1,1,1
M008812,C202414,2024-11-01,0,0,0
M000192,C202404,2024-07-22,1,0,0
M003856,C202405,2025-08-12,1,0,0
M007922,C202413,2025-06-05,0,0,0
M001153,C202401,2024-07-23,0,0,0
M001684,C202406,2024-04-10,1,0,0
M007158,C202412,2024-07-20,1,1,0
M005889,C202401,2024-11-07,0,0,0
M001310,C202408,2024-08-03,0,0,0
M008195,C202415,2024-02-10,1,0,0
M000236,C202404,2024-06-07,0,1,0
M008883,C202401,2025-05-16,0,0,0
M007070,C202409,2024-04-09,1,0,0
M000539,C202408,2024-04-26,1,0,0
M007210,C202412,2024-10-08,1,0,0
M007091,C202409,2024-08-30,0,0,0
M004640,C202405,2024-02-21,0,0,0
M005889,C202408,2025-03-30,1,0,0
M007871,C202404,2025-01-16,1,0,0
M005166,C202414,2024-09-15,0,0,0
M004769,C202414,2024-07-14,1,0,0
M000314,C202409,2024-11-21,0,1,0
M007660,C202405,2024-04-17,0,0,0
M006200,C202414,2025-09-19,0,0,0
M003481,C202405,2024-03-10,1,0,0
M009016,C202414,2024-10-21,0,0,0
M001762,C202404,2025-01-31,0,0,0
M008082,C202408,2025-08-23,0,1,0
M001536,C202408,2024-10-01,1,1,1
M001719,C202407,2024-09-15,1,0,0
M009771,C202415,2025-02-22,0,0,0
M008256,C202409,2024-03-22,0,0,0
M007929,C202407,2024-11-11,0,0,0
M000040,C202406,2024-10-09,0,0,0
M001384,C202402,2025-02-07,1,1,1
M006795,C202403,2025-07-19,0,0,0
M001413,C202408,2025-08-17,0,0,0
M005148,C202407,2025-08-15,0,0,0
M006118,C202403,2025-07-01,1,1,0
M002965,C202403,2024-04-20,1,0,0
M001540,C202411,2024-09-03,0,1,0
M002555,C202410,2024-03-05,1,1,0
M006572,C202402,2024-12-31,0,1,0
M006376,C202410,2025-03-30,1,0,0
M004522,C202412,2024-11-01,0,0,0
M005321,C202407,2024-05-10,0,0,0
M002574,C202414,2025-03-17,0,1,0
M001971,C202409,2025-08-31,1,1,1
M001064,C202406,2025-04-26,0,0,0
M006992,C202406,2024-06-22,1,0,0
M004932,C202403,2024-03-08,0,0,0
M008293,C202410,2024-10-07,1,1,0
M005395,C202408,2025-01-14,1,0,0
M008180,C202409,2024-07-30,1,1,0
M002885,C202410,2024-02-18,1,1,0
M002070,C202413,2025-06-11,1,0,0
M009799,C202401,2025-04-09,0,0,0
M006326,C202407,2024-11-07,1,0,0
M006371,C202410,2024-03-31,1,1,0
M007772,C202403,2024-08-28,0,0,0
M001846,C202406,2025-08-10,0,0,0
M001120,C202412,2024-12-01,0,0,0
M008534,C202413,2024-11-12,0,0,0
M009162,C202411,2025-05-21,1,0,0
M002250,C202402,2024-10-11,1,0,0
M002752,C202408,2025-08-21,1,0,0
M008482,C202409,2024-10-21,1,0,0
M000392,C202402,2025-01-20,0,1,0
M000718,C202403,2025-05-26,0,0,0
M009687,C202403,2025-09-18,0,0,0
M002749,C202403,2024-12-21,1,0,0
M002174,C202401,2024-05-02,0,0,0
M007599,C202414,2024-12-31,1,0,0
M001137,C202403,2024-10-31,1,0,0
M008415,C202412,2024-08-14,0,0,0
M009528,C202402,2024-05-05,1,1,0
M002093,C202405,2025-02-20,1,1,0
M007175,C202415,2024-09-25,1,1,1
M008633,C202415,2025-09-20,1,0,0
M008880,C202401,2025-08-17,1,0,0
M007398,C202401,2025-09-03,0,0,0
M008359,C202409,2025-08-02,0,0,0
M009377,C202403,2024-02-07,1,1,1
M006578,C202405,2025-08-15,0,0,0
M002787,C202403,2025-08-04,1,0,0
M006188,C202413,2024-11-20,0,0,0
M002796,C202402,2025-02-27,0,1,0
M007499,C202410,2024-06-10,0,0,0
M002310,C202401,2025-02-14,1,0,0
M008482,C202408,2024-03-17,0,0,0
M003809,C202413,2025-04-13,0,1,0
M006437,C202412,2024-11-10,1,0,0
M006659,C202414,2024-10-13,1,0,0
M002564,C202410,2024-02-12,1,0,0
M002563,C202410,2025-02-24,0,0,0
M003761,C202402,2025-03-18,0,0,0
M008712,C202404,2024-08-19,1,0,0
M007437,C202414,2025-09-21,1,0,0
M005388,C202405,2024-12-07,1,0,0
M002572,C202402,2025-07-16,1,0,0
M000665,C202415,2024-10-13,1,1,0
M006538,C202410,2024-06-09,1,1,0
M003923,C202415,2024-08-28,0,1,0
M003220,C202407,2025-07-08,0,0,0
M002991,C202413,2024-05-09,1,0,0
M006103,C202412,2024-04-30,1,0,0
M009943,C202414,2024-06-05,1,0,0
M005274,C202412,2025-08-17,1,1,0
M005723,C202406,2025-09-24,0,1,0
M000284,C202406,2025-01-16,1,0,0
M006962,C202415,2025-08-27,0,1,0
M000106,C202412,2024-04-23,1,0,0
M003395,C202403,2025-02-23,0,1,0
M001990,C202415,2025-08-18,0,1,0
M005707,C202401,2024-04-02,1,1,1
M002771,C202414,2025-08-30,0,0,0
M002275,C202414,2025-04-07,1,0,0
M000987,C202404,2024-11-18,1,0,0
M008880,C202411,2024-06-07,1,0,0
M003116,C202411,2024-12-26,0,0,0
M009689,C202402,2024-02-26,0,0,0
M004852,C202401,2025-09-16,1,0,0
M003992,C202406,2025-08-07,0,0,0
M007850,C202410,2025-07-26,1,0,0
M002656,C202409,2024-08-29,0,0,0
M001272,C202402,2025-03-22,1,1,0
M004153,C202403,2025-04-18,0,0,0
M008307,C202404,2025-06-14,0,0,0
M001602,C202404,2025-01-19,1,0,0
M004155,C202402,2025-02-16,0,0,0
M000803,C202406,2025-01-17,0,0,0
M002183,C202401,2024-02-05,0,0,0
M009730,C202401,2025-04-23,0,1,0
M000662,C202412,2024-02-26,1,0,0
M002347,C202412,2024-08-05,0,1,0
M005464,C202403,2024-09-03,1,0,0
M006891,C202402,2024-10-05,0,0,0
M006406,C202403,2024-12-23,0,1,0
M006797,C202412,2024-11-12,1,1,1
M001529,C202409,2025-05-22,0,0,0
M002511,C202412,2024-07-21,1,0,0
M004323,C202403,2025-09-19,0,0,0
M004051,C202409,2024-07-25,1,0,0
M008824,C202415,2024-08-06,0,0,0
M009287,C202405,2024-07-15,0,1,0
M001062,C202406,2024-05-12,0,1,0
M001505,C202415,2024-09-21,1,0,0
M008653,C202401,2024-03-20,1,1,0
M000239,C202415,2025-07-31,0,0,0
M009160,C202409,2024-07-14,0,0,0
M001052,C202415,2025-06-18,1,0,0
M008029,C202401,2024-04-17,0,0,0
M008936,C202412,2024-11-25,1,1,1
M009510,C202403,2024-12-18,0,1,0
M008227,C202412,2024-02-27,0,0,0
M001759,C202404,2024-05-29,0,1,0
M003474,C202404,2025-02-21,0,0,0
M000484,C202406,2025-01-27,1,0,0
M000782,C202408,2024-09-21,1,0,0
M006072,C202402,2024-07-12,0,0,0
M009973,C202414,2025-05-04,1,0,0
M006631,C202401,2024-03-17,1,1,0
M004566,C202405,2025-02-03,1,0,0
M008709,C202411,2024-08-29,1,0,0
M005259,C202405,2024-03-14,1,0,0
M009534,C202410,2025-03-15,0,0,0
M005801,C202403,2025-09-21,1,0,0
M006640,C202412,2024-12-10,1,0,0
M002143,C202409,2024-12-24,1,0,0
M009746,C202411,2025-04-30,0,0,0
M001664,C202410,2025-02-05,1,1,1
M006301,C202409,2025-09-18,1,0,0
M008279,C202402,2024-12-07,0,0,0
M009715,C202409,2024-07-15,1,1,0
M005864,C202406,2025-02-12,0,1,0
M003802,C202413,2025-04-05,1,0,0
M001267,C202411,2024-12-11,1,1,0
M006770,C202404,2024-05-08,1,0,0
M003144,C202404,2024-07-08,1,0,0
M003191,C202408,2025-04-28,1,1,0
M007313,C202414,2025-06-28,1,0,0
M009126,C202410,2024-10-27,1,0,0
M000979,C202402,2024-11-24,1,0,0
M004906,C202409,2024-02-10,1,0,0
M000494,C202411,2024-04-23,0,1,0
M005477,C202407,2025-03-07,0,0,0
M006281,C202410,2024-03-28,0,0,0
M007964,C202412,2025-03-29,1,0,0
M001089,C202401,2024-05-09,0,0,0
M007880,C202404,2024-02-20,1,0,0
M001783,C202412,2024-03-16,0,0,0
M009609,C202409,2024-12-02,0,1,0
M002549,C202403,2024-02-17,0,0,0
M007956,C202413,2025-06-15,0,0,0
M001040,C202415,2024-11-08,1,0,0
M007621,C202406,2025-05-04,0,0,0
M001103,C202414,2024-05-10,0,1,0
M004730,C202401,2024-05-20,1,0,0
M003915,C202410,2024-12-23,0,0,0
M007566,C202404,2025-08-07,1,0,0
M004490,C202410,2024-11-27,1,1,0
M003582,C202410,2025-06-26,1,1,0
M006508,C202405,2024-07-18,0,0,0
M004976,C202409,2024-09-22,1,0,0
M009578,C202405,2024-09-01,1,0,0
M008397,C202413,2024-05-11,0,1,0
M008340,C202409,2025-03-18,0,0,0
M009402,C202402,2024-03-18,0,0,0
M006109,C202414,2025-01-04,1,0,0
M007070,C202409,2024-08-15,1,0,0
M003403,C202403,2024-05-24,1,0,0
M008504,C202409,2024-11-01,1,1,1
M005149,C202407,2024-04-13,0,0,0
M001942,C202411,2024-08-31,1,0,0
M004782,C202401,2024-09-13,1,1,0
M005196,C202403,2024-08-22,0,0,0
M001331,C202413,2025-08-27,1,1,1
M001228,C202405,2024-03-15,1,0,0
M006783,C202401,2024-08-11,1,0,0
M008841,C202408,2024-08-31,0,1,0
M001944,C202409,2025-09-04,0,0,0
M003072,C202405,2025-08-31,0,1,0
M008237,C202414,2025-05-07,1,1,1
M001089,C202409,2025-07-15,0,1,0
M000330,C202412,2025-07-19,1,0,0
M002195,C202413,2024-02-05,1,0,0
M002893,C202412,2024-06-28,1,0,0
M006073,C202405,2025-09-29,0,0,0
M004250,C202415,2025-06-02,0,0,0
M007601,C202414,2025-02-05,1,1,0
M009704,C202410,2025-09-02,0,0,0
M003158,C202413,2024-07-30,0,0,0
M008913,C202412,2025-09-07,0,1,0
M009172,C202409,2024-10-26,0,0,0
M000758,C202409,2025-03-12,0,0,0
M002049,C202401,2024-12-25,1,0,0
M000857,C202402,2024-02-19,1,0,0
M006650,C202410,2025-06-22,1,0,0
M009236,C202409,2025-03-11,1,0,0
M007243,C202413,2025-07-06,1,0,0
M002341,C202401,2024-11-22,1,1,0
M004241,C202414,2024-04-26,1,0,0
M001614,C202413,2024-05-06,1,0,0
M002014,C202415,2025-06-20,0,1,0
M009822,C202405,2024-11-28,0,0,0
M008614,C202414,2024-06-04,1,0,0
M004412,C202414,2024-12-25,1,0,0
M009930,C202406,2024-05-21,1,0,0
M004403,C202401,2024-06-04,1,1,1
M007805,C202404,2024-12-13,0,1,0
M001212,C202406,2025-08-23,0,0,0
M001221,C202410,2024-05-11,0,0,0
M006549,C202415,2025-03-27,1,1,0
M005476,C202409,2024-06-26,1,1,0
M001690,C202414,2025-09-16,1,0,0
M006043,C202413,2024-12-14,1,0,0
M002361,C202409,2024-11-01,1,1,1
M004999,C202402,2024-09-05,0,0,0
M006752,C202403,2024-12-28,0,1,0
M007240,C202402,2025-03-16,1,1,0
M001005,C202408,2025-05-05,1,0,0
M008059,C202414,2025-07-26,0,1,0
M003687,C202413,2025-03-22,0,0,0
M000723,C202408,2024-05-15,1,1,0
M001562,C202406,2025-07-13,0,1,0
M006096,C202414,2025-02-13,0,0,0
M008248,C202406,2024-08-20,0,0,0
M001329,C202405,2025-03-07,1,0,0
M004474,C202408,2025-06-07,1,0,0
M002710,C202408,2025-08-19,0,0,0
M003624,C202413,2025-02-04,1,0,0
M006294,C202406,2025-08-26,1,0,0
M000426,C202405,2025-09-12,0,0,0
M002226,C202406,2024-04-15,1,0,0
M001941,C202406,2024-10-24,1,1,0
M009675,C202408,2025-02-25,1,0,0
M006986,C202415,2025-08-02,0,0,0
M009948,C202403,2024-12-26,0,0,0
M002254,C202407,2024-05-07,0,0,0
M003817,C202402,2024-04-28,1,0,0
M007643,C202409,2025-01-10,1,1,1
M000821,C202412,2024-06-27,1,0,0
M009792,C202415,2024-12-11,1,0,0
M006358,C202402,2025-09-10,1,0,0
M000957,C202413,2024-03-10,1,0,0
M004849,C202403,2025-07-24,0,0,0
M003690,C202407,2024-06-28,0,1,0
M003799,C202405,2025-01-29,0,0,0
M002995,C202403,2025-04-21,0,0,0
M006181,C202411,2025-04-20,0,0,0
M006071,C202415,2024-09-24,0,0,0
M006906,C202414,2025-05-12,1,0,0
M009171,C202412,2025-08-01,1,0,0
M006681,C202403,2025-02-24,1,1,1
M005319,C202405,2024-03-19,0,0,0
M008172,C202413,2025-03-12,0,0,0
M002140,C202411,2025-09-01,0,1,0
M001718,C202415,2024-03-14,1,0,0
M008989,C202410,2025-03-11,1,0,0
M009925,C202415,2024-10-06,1,1,0
M006102,C202402,2025-02-13,1,0,0
M008536,C202412,2024-12-01,1,1,0
M001217,C202409,2024-09-08,1,0,0
M001412,C202402,2024-08-07,1,1,0
M001544,C202413,2024-07-27,1,1,1
M009374,C202415,2024-06-20,0,0,0
M000274,C202411,2024-04-04,0,1,0
M005610,C202406,2024-05-15,0,0,0
M001154,C202415,2024-04-18,1,1,0
M004248,C202406,2025-06-19,0,0,0
M001774,C202408,2025-02-08,1,1,0
M005059,C202404,2025-08-13,0,1,0
M004687,C202407,2025-09-19,0,0,0
M009786,C202415,2024-07-13,0,0,0
M004679,C202411,2024-11-07,1,1,0
M006093,C202407,2024-11-01,1,1,0
M007993,C202409,2025-08-09,0,0,0
M003813,C202412,2025-01-21,0,0,0
M004303,C202415,2025-08-02,1,1,0
M005636,C202404,2024-08-19,1,0,0
M000531,C202413,2025-02-25,1,0,0
M005889,C202401,2024-11-26,1,0,0
M009057,C202409,2024-07-24,1,0,0
M003977,C202402,2025-03-23,0,0,0
M008141,C202408,2024-09-06,1,0,0
M003594,C202407,2024-07-05,0,1,0
M006999,C202406,2025-08-09,1,0,0
M005913,C202404,2024-12-12,1,1,0
M007839,C202413,2025-07-29,1,0,0
M008189,C202412,2025-04-22,0,1,0
M004549,C202404,2025-09-14,1,0,0
M000962,C202412,2025-06-12,0,1,0
M005743,C202405,2024-03-06,1,1,1
M001487,C202405,2025-09-08,0,0,0
M005586,C202412,2025-03-18,0,0,0
M000033,C202403,2025-08-01,1,0,0
M008242,C202410,2024-02-17,0,0,0
M002101,C202415,2025-08-03,0,1,0
M005963,C202412,2025-01-21,1,0,0
M003455,C202410,2025-01-29,1,1,1
M001368,C202408,2025-09-17,0,0,0
M009447,C202404,2024-10-31,1,0,0
M008860,C202413,2025-04-27,1,0,0
M006404,C202403,2024-05-28,1,0,0
M007171,C202404,2024-08-06,0,0,0
M000926,C202405,2024-04-06,1,0,0
M006253,C202409,2025-08-08,1,0,0
M003667,C202405,2024-10-11,1,0,0
M002778,C202404,2024-07-31,1,0,0
M003280,C202409,2025-08-13,1,0,0
M001438,C202403,2025-01-26,1,0,0
M002823,C202405,2025-04-10,0,1,0
M000043,C202409,2024-08-22,0,1,0
M009460,C202414,2024-10-04,1,0,0
M008679,C202406,2024-05-13,1,0,0
M002162,C202413,2025-03-01,0,0,0
M008714,C202404,2024-06-29,1,0,0
M002338,C202411,2024-05-28,0,0,0
M001785,C202413,2024-02-16,0,0,0
M009659,C202411,2024-04-19,1,0,0
M006432,C202401,2025-02-01,0,1,0
M004474,C202407,2025-02-20,1,0,0
M001266,C202403,2025-02-20,1,0,0
M003866,C202402,2024-04-13,1,0,0
M002643,C202409,2025-03-06,1,0,0
M002657,C202413,2024-12-16,1,0,0
M002657,C202412,2025-08-23,1,0,0
M007569,C202414,2025-01-22,0,0,0
M005263,C202414,2024-04-16,1,0,0
M005891,C202412,2024-05-14,1,0,0
M009597,C202412,2024-03-23,0,0,0
M004481,C202402,2025-09-04,1,0,0
M004263,C202401,2024-12-03,1,1,1
