member_id,join_date,age,gender,language_pref,zipcode,employment_status,income_bracket,channel_signup,churn_flag
M002504,2025-08-10,33,m,english,80014,unemployed,50k_75k,online,0
M002505,2024-03-14,27,m,spanish,80033,student,75k_100k,branch,0
M002506,2025-05-25,30,m,spanish,80211,part_time,75k_100k,referral,1
M002507,2024-05-21,75,m,spanish,80120,student,50k_75k,online,0
M002508,2025-08-07,55,f,spanish,67227,full_time,under_25k,online,0
M002509,2024-04-11,24,f,english,67206,part_time,100k_plus,online,0
M002510,2025-08-28,24,m,english,67226,full_time,under_25k,online,0
M002511,2025-08-03,46,f,english,80204,full_time,75k_100k,event,0
M002512,2024-03-05,47,m,english,80205,full_time,100k_plus,online,0
M002513,2024-07-11,47,f,english,80111,part_time,25k_50k,online,0
M002514,2024-03-02,37,m,english,67211,student,under_25k,branch,0
M002515,2025-06-15,38,m,spanish,67208,part_time,25k_50k,branch,0
M002516,2024-08-28,44,m,english,80231,full_time,25k_50k,online,0
M002517,2025-02-13,41,m,english,80110,full_time,50k_75k,online,0
M002518,2024-10-26,18,m,english,67208,full_time,50k_75k,branch,0
M002519,2024-07-13,37,m,spanish,80227,full_time,75k_100k,branch,0
M002520,2025-03-29,30,m,english,80222,full_time,100k_plus,online,0
M002521,2025-07-27,42,m,english,80110,full_time,50k_75k,online,0
M002522,2025-09-10,76,m,other,80222,student,75k_100k,referral,0
M002523,2025-09-28,44,f,english,67211,student,25k_50k,online,0
M002524,2024-10-27,36,f,spanish,80204,full_time,25k_50k,online,0
M002525,2025-03-31,51,m,spanish,67219,part_time,under_25k,branch,0
M002526,2024-07-20,46,m,english,80212,full_time,75k_100k,branch,0
M002527,2024-10-28,45,f,english,80022,full_time,100k_plus,branch,0
M002528,2025-09-15,47,m,english,80206,retired,100k_plus,branch,1
M002529,2024-12-02,65,f,english,67211,part_time,25k_50k,referral,0
M002530,2024-02-01,26,m,spanish,80030,full_time,25k_50k,online,0
M002531,2024-04-07,46,m,english,80206,retired,25k_50k,branch,0
M002532,2024-07-09,29,m,spanish,80112,part_time,25k_50k,branch,0
M002533,2025-06-24,47,m,english,80110,full_time,under_25k,branch,0
M002534,2024-02-17,29,f,spanish,80110,part_time,25k_50k,referral,0
M002535,2024-09-06,35,m,english,80111,full_time,25k_50k,branch,0
M002536,2024-08-13,36,unknown,english,80220,part_time,under_25k,online,0
M002537,2024-09-28,52,m,english,67206,part_time,under_25k,referral,0
M002538,2025-04-29,51,f,english,80212,unemployed,75k_100k,online,1
M002539,2024-11-23,25,m,english,80205,full_time,50k_75k,online,0
M002540,2024-06-28,41,m,english,80017,full_time,100k_plus,branch,1
M002541,2024-01-23,31,f,english,67213,unemployed,50k_75k,online,0
M002542,2025-08-28,25,m,english,80206,full_time,50k_75k,branch,0
M002543,2025-01-04,37,f,english,80209,student,under_25k,online,0
M002544,2024-09-01,36,m,spanish,67208,full_time,25k_50k,referral,0
M002545,2024-06-08,69,f,english,80022,full_time,75k_100k,branch,0
M002546,2025-01-07,45,m,spanish,80222,full_time,25k_50k,online,0
M002547,2024-10-11,23,f,spanish,67203,student,75k_100k,online,0
M002548,2025-06-04,33,f,spanish,80033,full_time,75k_100k,online,0
M002549,2025-03-25,52,f,english,80016,full_time,75k_100k,branch,0
M002550,2025-09-13,65,m,english,80206,full_time,75k_100k,online,0
M002551,2025-08-03,21,f,english,80121,full_time,75k_100k,online,0
M002552,2024-05-15,18,f,english,80122,full_time,50k_75k,online,0
M002553,2024-04-05,62,f,english,67219,full_time,75k_100k,referral,0
M002554,2024-04-28,45,f,english,67208,full_time,50k_75k,online,0
M002555,2025-01-08,30,m,english,80121,full_time,25k_50k,branch,0
M002556,2024-09-30,46,m,english,80211,student,25k_50k,online,0
M002557,2024-06-25,18,f,spanish,80012,full_time,50k_75k,online,0
M002558,2024-10-03,40,f,english,67203,full_time,under_25k,online,0
M002559,2024-05-17,44,m,english,67203,full_time,100k_plus,branch,0
M002560,2024-05-11,51,m,english,80220,full_time,25k_50k,event,1
M002561,2024-02-13,28,f,english,80123,retired,under_25k,online,0
M002562,2024-05-02,41,m,english,80223,unemployed,50k_75k,branch,0
M002563,2024-05-15,29,m,english,80120,full_time,75k_100k,online,0
M002564,2025-01-01,43,f,english,67204,part_time,50k_75k,online,0
M002565,2025-01-07,29,f,english,80112,part_time,25k_50k,online,0
M002566,2024-05-05,35,f,english,67208,retired,50k_75k,online,0
M002567,2025-03-14,28,m,english,80017,retired,50k_75k,online,0
M002568,2025-07-29,48,m,english,80211,full_time,75k_100k,referral,1
M002569,2024-02-20,50,f,spanish,67213,unemployed,75k_100k,online,1
M002570,2024-05-16,37,f,english,80209,unemployed,75k_100k,branch,0
M002571,2024-06-06,40,m,english,80121,full_time,under_25k,online,0
M002572,2024-02-25,23,f,english,80017,full_time,under_25k,online,0
M002573,2025-08-15,36,f,english,80226,part_time,100k_plus,online,0
M002574,2025-03-03,39,m,other,67226,full_time,25k_50k,branch,0
M002575,2025-03-18,71,m,english,80010,part_time,25k_50k,branch,0
M002576,2024-11-21,27,m,english,80209,full_time,75k_100k,branch,0
M002577,2025-09-29,58,m,english,80216,full_time,50k_75k,online,0
M002578,2024-03-20,52,m,spanish,67208,retired,50k_75k,online,0
M002579,2025-04-18,43,m,spanish,80017,unemployed,under_25k,referral,0
M002580,2025-01-11,61,m,spanish,80110,full_time,under_25k,event,0
M002581,2024-11-28,44,f,english,67211,student,75k_100k,branch,1
M002582,2024-06-23,45,m,spanish,67226,full_time,25k_50k,branch,0
M002583,2025-03-16,39,f,english,80010,part_time,50k_75k,branch,0
M002584,2024-05-05,55,f,english,80212,full_time,75k_100k,branch,0
M002585,2024-08-06,53,f,spanish,67227,part_time,100k_plus,branch,0
M002586,2024-10-04,32,f,spanish,80211,full_time,100k_plus,event,1
M002587,2025-04-29,24,f,english,67212,retired,100k_plus,branch,0
M002588,2025-08-17,38,f,english,67212,part_time,50k_75k,branch,0
M002589,2024-05-20,30,m,english,67213,full_time,100k_plus,online,0
M002590,2025-08-29,39,f,english,80010,part_time,75k_100k,event,0
M002591,2024-04-19,55,f,english,80111,unemployed,100k_plus,online,0
M002592,2024-02-21,35,other,english,67213,full_time,under_25k,referral,0
M002593,2025-09-06,39,m,english,80022,full_time,under_25k,branch,0
M002594,2025-09-04,41,m,english,80121,retired,50k_75k,online,0
M002595,2024-11-14,50,f,english,67208,student,75k_100k,online,0
M002596,2024-07-17,18,m,english,80120,unemployed,50k_75k,referral,0
M002597,2024-02-15,33,f,english,80206,full_time,100k_plus,online,0
M002598,2025-05-19,43,f,spanish,80226,retired,25k_50k,referral,0
M002599,2025-06-23,54,f,english,80218,student,under_25k,branch,0
M002600,2025-05-28,34,m,english,80010,student,75k_100k,online,0
M002601,2024-01-17,18,m,spanish,80121,part_time,75k_100k,online,1
M002602,2024-11-10,47,f,english,67204,full_time,50k_75k,online,0
M002603,2025-03-11,32,f,english,80220,full_time,100k_plus,online,0
M002604,2025-01-22,26,f,english,67227,full_time,75k_100k,referral,0
M002605,2024-03-17,33,f,english,80112,full_time,25k_50k,branch,1
M002606,2025-01-05,38,f,spanish,80112,student,75k_100k,online,0
M002607,2024-06-13,33,m,english,80218,part_time,50k_75k,online,0
M002608,2025-08-31,18,f,english,80206,full_time,75k_100k,online,0
M002609,2025-09-08,51,m,english,80222,part_time,25k_50k,referral,0
M002610,2024-01-24,55,m,english,80010,full_time,25k_50k,branch,0
M002611,2024-02-04,48,f,english,80204,full_time,50k_75k,online,0
M002612,2025-05-28,26,f,english,67226,full_time,25k_50k,branch,0
M002613,2025-04-05,38,f,english,67214,student,25k_50k,event,0
M002614,2024-05-17,40,m,spanish,80016,retired,50k_75k,branch,0
M002615,2025-07-27,47,m,english,80022,full_time,50k_75k,online,0
M002616,2025-07-24,48,m,spanish,67203,retired,25k_50k,branch,1
M002617,2024-09-21,31,f,english,67208,full_time,25k_50k,branch,0
M002618,2024-11-28,41,m,english,80012,unemployed,under_25k,online,0
M002619,2024-07-06,45,f,english,80123,unemployed,under_25k,referral,0
M002620,2024-03-03,57,f,spanish,67218,part_time,50k_75k,referral,0
M002621,2024-10-05,48,m,spanish,67208,full_time,25k_50k,branch,0
M002622,2025-06-25,49,f,spanish,80017,full_time,100k_plus,online,0
M002623,2024-06-19,41,f,english,67227,full_time,25k_50k,online,0
M002624,2025-05-17,57,f,english,80216,part_time,under_25k,branch,1
M002625,2025-06-16,45,f,english,80015,full_time,50k_75k,online,0
M002626,2024-10-25,30,m,spanish,80022,full_time,25k_50k,online,0
M002627,2024-07-19,57,m,english,67204,full_time,under_25k,online,0
M002628,2024-05-14,48,f,english,80112,full_time,75k_100k,online,0
M002629,2024-09-28,35,m,english,80226,full_time,50k_75k,event,0
M002630,2025-06-18,34,f,english,80205,full_time,under_25k,online,1
M002631,2025-03-17,44,f,english,80216,student,50k_75k,branch,0
M002632,2024-03-27,46,m,english,67204,full_time,under_25k,branch,0
M002633,2024-01-31,42,f,english,67214,part_time,50k_75k,event,1
M002634,2024-04-30,44,m,english,80211,part_time,50k_75k,event,0
M002635,2024-03-09,60,m,spanish,80033,full_time,75k_100k,online,0
M002636,2025-05-10,53,f,english,80112,full_time,75k_100k,referral,1
M002637,2024-05-25,42,m,spanish,80219,part_time,100k_plus,online,0
M002638,2024-11-28,51,f,spanish,80012,retired,25k_50k,branch,0
M002639,2025-04-25,28,m,english,80112,full_time,50k_75k,branch,0
M002640,2024-09-19,45,f,english,67207,full_time,under_25k,referral,0
M002641,2024-10-19,62,m,english,67212,student,75k_100k,online,0
M002642,2025-03-04,37,f,english,80216,student,50k_75k,online,1
M002643,2024-03-26,30,f,english,80012,unemployed,under_25k,branch,0
M002644,2024-01-16,32,f,english,80202,full_time,25k_50k,online,1
M002645,2025-09-19,27,m,english,80212,full_time,25k_50k,branch,1
M002646,2024-04-27,31,f,english,80204,student,75k_100k,branch,1
M002647,2024-09-26,36,f,english,80123,full_time,25k_50k,referral,0
M002648,2025-01-29,23,m,spanish,80033,full_time,50k_75k,online,0
M002649,2024-06-10,40,m,english,80231,part_time,75k_100k,online,0
M002650,2024-04-13,51,f,english,80207,part_time,75k_100k,online,0
M002651,2024-06-15,29,f,english,80209,student,100k_plus,branch,0
M002652,2024-10-26,58,m,english,80110,full_time,under_25k,online,1
M002653,2024-01-28,46,m,english,80224,unemployed,50k_75k,referral,0
M002654,2025-02-27,52,f,english,67227,full_time,50k_75k,online,0
M002655,2025-07-15,32,m,english,80205,full_time,under_25k,online,0
M002656,2024-06-04,50,f,english,80227,part_time,75k_100k,branch,0
M002657,2024-11-19,27,m,english,67214,retired,75k_100k,online,0
M002658,2024-12-13,51,f,english,67214,part_time,50k_75k,online,0
M002659,2024-04-30,42,f,spanish,80227,part_time,50k_75k,online,0
M002660,2025-06-11,47,f,english,80017,full_time,100k_plus,online,0
M002661,2025-07-14,26,f,english,80110,full_time,25k_50k,online,0
M002662,2024-06-12,29,m,english,80015,part_time,25k_50k,online,0
M002663,2024-03-02,47,m,english,67208,full_time,100k_plus,online,0
M002664,2024-12-05,29,m,english,80017,unemployed,under_25k,branch,0
M002665,2024-11-07,46,m,english,80203,full_time,75k_100k,online,0
M002666,2025-01-10,24,f,spanish,80015,full_time,75k_100k,online,0
M002667,2024-12-11,50,f,english,80015,full_time,100k_plus,online,0
M002668,2024-05-29,25,m,english,80203,full_time,under_25k,referral,1
M002669,2025-08-07,47,m,english,80231,full_time,100k_plus,online,0
M002670,2025-08-03,48,m,english,80206,full_time,under_25k,referral,0
M002671,2024-06-25,32,m,english,80111,full_time,25k_50k,online,0
M002672,2024-12-19,47,m,english,80220,retired,under_25k,referral,0
M002673,2025-05-28,43,m,spanish,80010,full_time,under_25k,online,0
M002674,2024-11-04,34,m,english,80209,part_time,100k_plus,event,0
M002675,2024-04-28,28,m,english,80203,full_time,75k_100k,branch,0
M002676,2025-06-02,18,f,spanish,80222,part_time,50k_75k,online,0
M002677,2025-04-22,44,f,spanish,67204,student,under_25k,online,0
M002678,2025-02-17,21,f,english,67206,part_time,50k_75k,online,0
M002679,2025-08-09,41,m,other,80206,full_time,25k_50k,online,0
M002680,2024-12-16,37,f,spanish,80014,part_time,25k_50k,branch,0
M002681,2025-05-20,48,f,spanish,80219,full_time,50k_75k,online,0
M002682,2024-07-13,36,m,spanish,67227,part_time,75k_100k,branch,1
M002683,2024-07-05,36,m,spanish,67213,full_time,50k_75k,online,0
M002684,2025-03-25,49,m,english,80226,full_time,50k_75k,online,0
M002685,2025-05-10,44,m,spanish,80224,student,75k_100k,online,0
M002686,2025-05-29,44,m,english,80216,full_time,25k_50k,online,0
M002687,2024-09-29,46,f,english,67226,unemployed,75k_100k,online,1
M002688,2024-02-21,22,m,english,67218,full_time,75k_100k,branch,0
M002689,2024-09-19,49,m,other,80016,unemployed,50k_75k,branch,0
M002690,2025-01-02,47,m,english,67226,full_time,25k_50k,online,0
M002691,2024-05-12,28,f,spanish,67207,full_time,50k_75k,online,1
M002692,2024-08-12,37,f,english,80209,full_time,under_25k,online,0
M002693,2024-11-05,40,other,english,67207,full_time,75k_100k,referral,0
M002694,2025-07-26,38,m,english,80030,full_time,25k_50k,branch,0
M002695,2024-01-16,44,m,english,80219,full_time,25k_50k,branch,0
M002696,2024-07-13,57,f,other,80120,full_time,100k_plus,online,0
M002697,2025-03-18,53,m,english,67218,full_time,50k_75k,online,0
M002698,2024-10-29,24,f,english,80220,full_time,75k_100k,online,0
M002699,2024-02-17,47,unknown,english,80203,full_time,75k_100k,branch,0
M002700,2024-04-30,56,f,spanish,80204,part_time,25k_50k,referral,0
M002701,2025-05-13,45,m,spanish,80218,full_time,25k_50k,online,0
M002702,2025-07-15,53,f,english,80206,retired,75k_100k,online,0
M002703,2025-04-13,64,f,english,80203,full_time,75k_100k,online,1
M002704,2024-02-10,52,f,english,80120,part_time,25k_50k,branch,0
M002705,2025-03-31,43,m,english,67208,full_time,25k_50k,branch,0
M002706,2025-06-17,53,f,english,80220,part_time,75k_100k,online,0
M002707,2025-01-05,42,f,other,80120,full_time,100k_plus,branch,0
M002708,2024-06-30,40,f,spanish,67226,unemployed,100k_plus,online,0
M002709,2025-05-31,36,m,english,80022,retired,75k_100k,branch,0
M002710,2025-08-12,59,f,other,80220,part_time,100k_plus,online,0
M002711,2024-08-18,30,f,english,80219,student,25k_50k,online,0
M002712,2024-12-13,58,m,english,80227,part_time,under_25k,online,0
M002713,2025-04-23,46,f,english,80227,full_time,25k_50k,branch,0
M002714,2024-07-27,23,f,english,80226,student,100k_plus,online,0
M002715,2024-10-04,44,f,english,80017,full_time,100k_plus,online,0
M002716,2024-02-22,18,f,english,80010,part_time,under_25k,online,0
M002717,2024-01-10,48,m,spanish,80220,full_time,50k_75k,online,0
M002718,2025-04-08,51,m,spanish,80112,full_time,under_25k,branch,0
M002719,2025-08-05,33,m,english,80016,full_time,75k_100k,branch,0
M002720,2024-06-06,41,f,english,80231,full_time,50k_75k,event,0
M002721,2024-01-19,63,m,english,67203,part_time,100k_plus,referral,0
M002722,2024-02-24,34,f,english,80231,full_time,under_25k,online,0
M002723,2024-01-21,27,f,spanish,80012,unemployed,75k_100k,online,1
M002724,2024-10-08,58,f,english,67203,full_time,50k_75k,online,1
M002725,2025-06-23,64,m,english,67212,student,25k_50k,referral,0
M002726,2025-02-20,40,f,english,67208,retired,50k_75k,online,0
M002727,2024-10-11,52,f,other,80122,full_time,50k_75k,online,0
M002728,2025-06-15,56,f,english,67226,student,50k_75k,branch,0
M002729,2025-06-15,31,m,spanish,80120,full_time,75k_100k,online,0
M002730,2025-05-25,34,m,english,80016,full_time,75k_100k,branch,0
M002731,2025-01-30,55,f,english,80226,full_time,under_25k,online,0
M002732,2024-04-29,60,m,english,80122,student,50k_75k,online,0
M002733,2024-04-06,47,f,spanish,67219,full_time,75k_100k,online,0
M002734,2024-04-29,29,f,english,80212,full_time,under_25k,online,0
M002735,2025-06-20,64,unknown,english,80220,full_time,75k_100k,online,1
M002736,2024-06-01,34,m,english,80222,full_time,75k_100k,branch,0
M002737,2024-09-01,36,f,english,67206,part_time,75k_100k,referral,0
M002738,2025-05-30,44,m,spanish,80012,full_time,under_25k,referral,0
M002739,2025-01-27,59,m,spanish,80111,full_time,75k_100k,online,0
M002740,2024-05-22,50,m,spanish,80014,full_time,75k_100k,online,0
M002741,2025-05-18,45,f,english,80218,full_time,50k_75k,online,0
M002742,2024-08-07,46,f,english,80033,retired,50k_75k,branch,1
M002743,2024-06-08,41,m,other,67226,part_time,25k_50k,online,0
M002744,2024-03-16,47,m,spanish,80122,retired,25k_50k,online,0
M002745,2025-09-02,18,f,english,67213,full_time,50k_75k,online,0
M002746,2025-09-30,36,f,english,80227,part_time,25k_50k,online,1
M002747,2024-02-01,43,f,spanish,80222,part_time,50k_75k,online,0
M002748,2024-11-29,26,unknown,english,80123,student,25k_50k,event,0
M002749,2025-06-08,45,f,english,80206,unemployed,25k_50k,branch,0
M002750,2025-03-15,38,m,english,80226,full_time,50k_75k,online,0
M002751,2024-12-17,61,m,spanish,80012,full_time,75k_100k,online,0
M002752,2024-12-04,59,f,english,80222,retired,25k_50k,online,0
M002753,2025-02-03,34,f,english,80204,full_time,75k_100k,online,0
M002754,2025-01-30,38,m,spanish,67213,full_time,25k_50k,online,0
M002755,2024-07-20,39,f,english,67204,full_time,25k_50k,branch,0
M002756,2025-06-13,35,m,spanish,80121,full_time,100k_plus,branch,0
M002757,2024-04-02,42,f,english,80111,full_time,75k_100k,online,0
M002758,2024-12-23,31,f,english,80226,unemployed,under_25k,branch,1
M002759,2025-01-30,26,m,english,67206,full_time,75k_100k,event,0
M002760,2024-02-29,47,m,english,80226,student,25k_50k,branch,0
M002761,2025-04-21,48,m,english,80231,full_time,100k_plus,event,0
M002762,2025-09-03,30,f,english,67207,full_time,25k_50k,online,0
M002763,2024-01-01,51,f,english,80209,full_time,75k_100k,online,0
M002764,2025-07-08,32,f,english,67206,part_time,25k_50k,online,0
M002765,2024-11-06,43,m,english,80206,full_time,50k_75k,referral,0
M002766,2024-06-16,50,m,english,80203,student,100k_plus,online,0
M002767,2024-07-10,40,m,english,80224,part_time,25k_50k,event,0
M002768,2024-02-03,45,m,english,80112,full_time,under_25k,online,0
M002769,2024-02-03,34,m,english,80218,full_time,50k_75k,online,0
M002770,2025-02-20,38,m,english,80017,full_time,25k_50k,online,1
M002771,2024-06-06,38,m,english,67202,full_time,75k_100k,online,0
M002772,2025-05-14,31,f,english,67226,retired,50k_75k,online,0
M002773,2024-12-31,38,f,english,80207,part_time,50k_75k,branch,0
M002774,2024-12-05,21,m,spanish,80015,full_time,75k_100k,online,0
M002775,2024-11-30,34,f,english,80202,retired,25k_50k,branch,0
M002776,2025-08-05,37,m,english,67218,full_time,100k_plus,branch,0
M002777,2024-11-22,37,f,english,80227,full_time,50k_75k,referral,0
M002778,2024-04-23,37,f,english,80204,part_time,75k_100k,online,0
M002779,2025-02-21,39,m,english,80231,full_time,25k_50k,online,0
M002780,2025-04-12,46,m,spanish,80216,unemployed,75k_100k,online,0
M002781,2024-05-22,50,m,spanish,80014,full_time,under_25k,online,0
M002782,2025-08-31,32,f,other,80218,full_time,25k_50k,online,0
M002783,2024-11-04,26,f,english,67214,full_time,under_25k,branch,0
M002784,2025-02-04,27,m,english,80022,full_time,50k_75k,branch,0
M002785,2024-11-15,34,m,english,80014,part_time,50k_75k,referral,0
M002786,2024-07-30,36,f,spanish,67214,unemployed,50k_75k,referral,0
M002787,2024-11-12,31,m,english,80110,part_time,100k_plus,online,0
M002788,2024-07-03,24,m,english,80015,part_time,25k_50k,event,1
M002789,2024-07-23,35,f,english,80010,full_time,75k_100k,online,0
M002790,2024-12-29,42,m,english,80205,full_time,50k_75k,referral,0
M002791,2024-08-03,47,f,english,80220,part_time,25k_50k,online,0
M002792,2024-09-02,33,f,english,80207,retired,25k_50k,referral,0
M002793,2024-08-26,35,m,english,67211,part_time,75k_100k,online,0
M002794,2025-01-25,29,f,english,80203,full_time,25k_50k,branch,0
M002795,2025-06-03,40,f,english,67204,part_time,75k_100k,online,0
M002796,2025-08-12,30,f,english,67214,full_time,100k_plus,online,0
M002797,2024-10-03,47,m,english,67206,full_time,25k_50k,online,0
M002798,2024-07-20,19,f,english,67206,student,25k_50k,branch,0
M002799,2024-08-01,36,f,spanish,80016,full_time,25k_50k,online,0
M002800,2025-08-28,44,f,english,80010,full_time,50k_75k,online,0
M002801,2025-04-22,42,f,english,80216,part_time,25k_50k,online,1
M002802,2025-05-22,72,f,english,67202,full_time,100k_plus,branch,1
M002803,2024-03-15,44,f,english,80205,full_time,75k_100k,online,0
M002804,2024-05-21,28,m,spanish,80224,part_time,100k_plus,branch,0
M002805,2025-08-12,39,f,english,80033,full_time,50k_75k,referral,0
M002806,2024-11-17,19,f,english,67218,student,25k_50k,referral,0
M002807,2025-04-05,39,m,english,80220,full_time,50k_75k,online,0
M002808,2024-05-25,30,m,english,80120,retired,50k_75k,online,1
M002809,2024-02-23,51,f,spanish,80111,retired,75k_100k,online,0
M002810,2024-12-21,33,m,english,80220,full_time,100k_plus,branch,0
M002811,2024-10-03,39,m,english,67218,full_time,50k_75k,online,1
M002812,2025-08-17,32,m,spanish,80222,student,25k_50k,online,0
M002813,2025-02-03,61,unknown,english,80211,full_time,25k_50k,online,1
M002814,2025-05-30,36,m,english,67206,part_time,75k_100k,referral,0
M002815,2025-05-13,62,f,english,80010,full_time,50k_75k,event,0
M002816,2024-11-06,50,m,spanish,80120,part_time,50k_75k,branch,0
M002817,2024-09-27,46,f,spanish,80202,full_time,25k_50k,branch,0
M002818,2025-07-29,44,f,english,80123,full_time,100k_plus,branch,0
M002819,2025-03-24,45,f,spanish,80224,unemployed,75k_100k,online,0
M002820,2024-04-21,18,f,english,80111,full_time,25k_50k,branch,0
M002821,2024-08-26,37,f,english,67211,part_time,50k_75k,online,0
M002822,2024-05-23,50,f,english,67202,part_time,50k_75k,online,0
M002823,2025-01-08,39,m,spanish,80206,full_time,50k_75k,branch,1
M002824,2024-01-20,23,f,english,80012,student,50k_75k,online,0
M002825,2025-07-29,39,f,english,67227,full_time,75k_100k,online,0
M002826,2024-10-15,60,m,english,80014,student,under_25k,branch,0
M002827,2025-08-15,55,f,spanish,80110,part_time,50k_75k,online,0
M002828,2024-07-15,39,f,spanish,80211,full_time,25k_50k,branch,0
M002829,2025-01-16,51,m,english,67206,full_time,under_25k,online,0
M002830,2025-08-03,36,f,english,80030,student,50k_75k,online,0
M002831,2025-05-06,20,f,spanish,67204,part_time,25k_50k,online,0
M002832,2024-06-12,29,m,spanish,80033,part_time,25k_50k,online,0
M002833,2025-08-28,59,m,other,80209,full_time,50k_75k,online,0
M002834,2024-09-05,37,f,english,80010,student,100k_plus,online,0
M002835,2024-03-08,37,f,english,67218,full_time,75k_100k,online,0
M002836,2024-01-21,36,m,other,80206,part_time,25k_50k,online,0
M002837,2025-05-26,63,f,english,80016,full_time,50k_75k,online,0
M002838,2025-08-19,60,f,spanish,80219,full_time,50k_75k,branch,0
M002839,2025-01-24,67,f,other,80111,part_time,25k_50k,branch,0
M002840,2025-06-19,38,f,english,80222,full_time,25k_50k,online,0
M002841,2024-04-20,44,f,english,80209,retired,25k_50k,branch,0
M002842,2025-08-17,22,f,english,67208,part_time,50k_75k,online,0
M002843,2025-04-04,58,f,english,80120,retired,75k_100k,event,0
M002844,2024-03-18,26,unknown,english,80224,full_time,50k_75k,online,0
M002845,2025-03-09,43,f,english,80030,full_time,100k_plus,branch,0
M002846,2025-01-14,27,f,english,80203,part_time,25k_50k,online,1
M002847,2025-03-15,33,f,english,80123,full_time,100k_plus,referral,0
M002848,2024-12-04,30,m,spanish,67213,full_time,50k_75k,branch,0
M002849,2025-02-27,33,f,english,67227,part_time,25k_50k,online,0
M002850,2024-06-17,34,m,english,80222,student,100k_plus,online,0
M002851,2024-09-18,33,m,english,80120,full_time,50k_75k,online,0
M002852,2025-08-01,50,f,english,67208,student,50k_75k,online,0
M002853,2024-08-16,27,f,english,80121,full_time,25k_50k,online,0
M002854,2024-06-09,43,f,english,67214,part_time,25k_50k,online,0
M002855,2025-03-02,55,f,spanish,67208,full_time,100k_plus,online,0
M002856,2024-05-01,34,m,spanish,80219,full_time,25k_50k,online,0
M002857,2024-05-28,31,other,spanish,80220,student,100k_plus,branch,1
M002858,2024-04-20,37,m,spanish,80010,student,25k_50k,online,1
M002859,2024-08-08,54,f,english,80033,full_time,25k_50k,online,1
M002860,2024-03-04,42,m,english,80122,part_time,25k_50k,online,0
M002861,2025-09-29,34,f,english,67211,full_time,50k_75k,online,0
M002862,2024-12-19,46,m,english,67212,retired,25k_50k,online,0
M002863,2025-04-18,27,f,english,80223,part_time,75k_100k,online,1
M002864,2025-04-29,48,m,english,80022,student,25k_50k,online,0
M002865,2024-01-13,45,m,english,80205,full_time,75k_100k,online,0
M002866,2024-06-01,36,m,english,67218,full_time,75k_100k,referral,0
M002867,2024-08-26,30,f,english,80120,full_time,25k_50k,referral,0
M002868,2024-07-08,29,f,english,80212,full_time,75k_100k,branch,1
M002869,2024-03-26,46,m,english,80016,full_time,100k_plus,online,0
M002870,2024-01-21,55,f,english,80224,full_time,50k_75k,online,0
M002871,2024-11-14,32,f,english,67206,student,50k_75k,branch,0
M002872,2024-06-06,46,m,english,80110,full_time,50k_75k,event,0
M002873,2025-04-25,18,m,english,67207,retired,75k_100k,online,0
M002874,2024-03-16,33,m,spanish,80218,full_time,25k_50k,referral,1
M002875,2024-11-24,40,m,english,80120,unemployed,25k_50k,branch,0
M002876,2025-02-19,29,m,spanish,80110,unemployed,25k_50k,event,0
M002877,2024-07-21,29,m,english,67206,full_time,50k_75k,online,0
M002878,2024-08-16,32,m,english,80222,unemployed,under_25k,online,0
M002879,2024-05-31,44,f,english,80202,retired,25k_50k,online,0
M002880,2024-03-12,38,f,english,80218,full_time,50k_75k,branch,0
M002881,2024-08-12,18,f,english,67212,unemployed,25k_50k,branch,0
M002882,2025-04-17,18,f,english,67203,full_time,under_25k,referral,0
M002883,2024-12-25,33,m,english,80123,full_time,50k_75k,branch,0
M002884,2025-06-23,45,m,english,80205,part_time,100k_plus,online,0
M002885,2025-08-31,18,m,english,80010,full_time,25k_50k,online,0
M002886,2024-02-15,34,f,spanish,80120,full_time,25k_50k,online,0
M002887,2024-01-01,34,f,english,80211,unemployed,25k_50k,event,0
M002888,2024-09-01,57,m,spanish,80121,unemployed,100k_plus,online,0
M002889,2024-08-06,35,m,spanish,80224,student,50k_75k,branch,0
M002890,2025-09-05,45,f,spanish,67218,full_time,25k_50k,online,0
M002891,2024-10-17,42,f,english,67218,retired,75k_100k,branch,0
M002892,2025-04-02,18,m,english,80216,full_time,25k_50k,online,0
M002893,2024-07-22,49,m,spanish,80203,unemployed,under_25k,branch,0
M002894,2024-07-20,43,f,english,80111,full_time,25k_50k,referral,0
M002895,2025-07-19,46,m,english,80205,retired,25k_50k,online,0
M002896,2025-04-26,87,f,english,67202,part_time,50k_75k,online,0
M002897,2025-05-25,18,f,english,67207,unemployed,50k_75k,event,0
M002898,2024-10-04,61,f,spanish,67218,retired,75k_100k,online,0
M002899,2024-01-16,37,m,spanish,67218,retired,50k_75k,online,0
M002900,2025-06-08,43,m,spanish,80030,part_time,50k_75k,online,0
M002901,2024-12-21,39,m,english,80014,retired,50k_75k,referral,1
M002902,2024-12-21,35,f,english,80220,student,50k_75k,online,0
M002903,2025-08-21,33,f,english,80218,full_time,under_25k,online,0
M002904,2024-03-18,44,unknown,english,80231,part_time,75k_100k,online,0
M002905,2024-03-07,22,f,english,80123,full_time,100k_plus,event,0
M002906,2024-08-01,49,f,english,67214,retired,50k_75k,online,0
M002907,2025-03-24,35,m,english,80204,full_time,50k_75k,online,0
