account_id,member_id,account_type,open_date,status,balance,interest_rate,funded_flag
A001151,M006062,savings,2024-09-11,active,2114.25,2.39,0
A001152,M004895,checking,2023-01-13,active,143.44,4.647,1
A001153,M003621,savings,2024-02-06,closed,15062.48,1.49,1
A001154,M002853,credit_card,2023-03-01,active,14180.47,0.669,1
A001155,M007658,loan,2024-06-11,active,5380.45,1.884,0
A001156,M005225,savings,2023-11-14,closed,4623.62,1.072,1
A001157,M004959,credit_card,2024-04-29,closed,3072.8,1.914,1
A001158,M005387,savings,2023-02-22,active,599.8,1.169,1
A001159,M000741,cd,2024-05-05,active,4630.1,0.63,1
A001160,M008370,checking,2023-04-18,active,3873.04,2.589,1
A001161,M002753,savings,2023-05-30,active,2399.38,3.002,1
A001162,M003623,checking,2023-11-03,active,3347.55,0.37,1
A001163,M004756,checking,2024-06-28,active,4671.89,0.612,1
A001164,M004423,savings,2024-02-09,active,22807.9,1.0,0
A001165,M006045,credit_card,2024-09-22,active,532.94,1.039,0
A001166,M003619,loan,2024-02-21,active,4741.76,2.392,1
A001167,M002054,checking,2023-08-26,active,6907.81,2.627,1
A001168,M001741,checking,2024-09-11,active,8036.37,1.871,1
A001169,M005747,checking,2024-04-03,closed,18014.59,2.695,1
A001170,M001189,credit_card,2023-08-10,active,3029.15,1.501,1
A001171,M001144,credit_card,2024-07-08,active,14123.96,0.792,1
A001172,M003598,savings,2023-09-25,active,4085.2,0.1,1
A001173,M009631,checking,2023-02-19,closed,1038.68,1.908,1
A001174,M006832,savings,2023-11-27,active,1957.87,3.351,1
A001175,M003272,savings,2024-05-11,active,4743.33,1.509,1
A001176,M008641,savings,2024-06-21,active,3533.64,2.822,1
A001177,M002649,loan,2023-12-18,active,1000.09,2.266,1
A001178,M005269,checking,2024-01-11,active,921.78,3.659,1
A001179,M003469,checking,2023-11-05,active,12274.02,3.61,1
A001180,M003585,credit_card,2023-10-02,active,3422.57,3.42,1
A001181,M007613,checking,2024-04-12,active,2526.78,1.59,1
A001182,M006547,credit_card,2024-02-05,active,7675.24,2.593,1
A001183,M006972,checking,2023-03-10,active,1798.71,0.983,1
A001184,M004757,savings,2024-02-21,active,3348.56,2.523,1
A001185,M009989,savings,2023-12-30,active,2790.14,1.943,1
A001186,M002030,checking,2023-08-22,closed,3156.6,1.671,1
A001187,M004058,checking,2023-02-24,active,2080.76,3.332,1
A001188,M003226,checking,2023-04-16,closed,2960.33,2.06,1
A001189,M009344,checking,2023-02-04,active,4177.83,0.906,1
A001190,M001277,savings,2024-05-14,active,2482.48,2.69,1
A001191,M000629,checking,2023-08-29,active,4483.5,1.427,1
A001192,M008098,savings,2024-09-09,active,12577.31,2.151,1
A001193,M009425,savings,2023-09-06,active,25793.87,1.925,1
A001194,M000474,loan,2024-03-23,active,15748.02,0.27,1
A001195,M003628,credit_card,2023-10-24,active,4602.2,2.331,1
A001196,M006511,savings,2023-07-12,active,8140.37,1.803,1
A001197,M001115,checking,2023-10-26,active,8132.07,2.726,1
A001198,M005937,credit_card,2023-01-11,closed,21950.85,2.487,1
A001199,M007814,savings,2023-04-30,closed,2764.33,1.73,1
A001200,M008948,checking,2024-09-27,active,8637.54,1.488,1
A001201,M004079,checking,2023-08-23,active,13241.17,2.188,1
A001202,M003105,savings,2024-01-24,closed,2384.99,2.86,1
A001203,M002584,credit_card,2024-03-18,closed,136.24,2.251,1
A001204,M002679,savings,2023-09-14,active,1501.34,2.861,1
A001205,M000654,savings,2024-02-23,active,8594.21,2.424,1
A001206,M006400,credit_card,2024-08-11,active,11931.86,0.786,1
A001207,M008946,credit_card,2023-12-10,active,2968.21,2.97,1
A001208,M002355,savings,2024-03-22,active,3295.79,2.567,1
A001209,M003779,credit_card,2024-06-12,active,13592.57,0.719,1
A001210,M000852,loan,2024-01-31,active,3351.88,0.837,1
A001211,M009585,checking,2024-07-28,active,3650.62,2.166,1
A001212,M008610,savings,2023-02-05,active,7028.62,1.114,1
A001213,M002324,savings,2024-09-29,active,6854.4,2.631,0
A001214,M007742,savings,2024-08-17,active,3220.64,1.448,0
A001215,M008298,savings,2023-05-06,active,4967.33,1.032,1
A001216,M003516,savings,2023-11-17,active,14174.06,0.715,1
A001217,M008611,checking,2024-06-16,active,5053.35,1.48,1
A001218,M005092,savings,2024-08-24,active,3478.36,2.031,1
A001219,M006817,savings,2024-03-31,active,464.59,3.278,1
A001220,M003464,savings,2024-09-09,active,7738.64,3.471,1
A001221,M004572,savings,2023-02-03,active,1360.15,2.067,1
A001222,M005712,savings,2023-05-02,active,699.81,0.795,1
A001223,M005172,checking,2024-05-31,active,3588.68,1.911,1
A001224,M008398,checking,2024-08-25,active,11321.12,0.33,1
A001225,M000737,savings,2023-11-08,active,1628.79,3.335,1
A001226,M003019,checking,2023-02-04,active,9471.48,0.705,1
A001227,M002204,loan,2024-02-13,active,2741.61,1.524,1
A001228,M000216,checking,2023-04-09,active,4965.76,1.785,1
A001229,M009209,loan,2023-05-16,closed,2718.89,1.484,1
A001230,M006400,savings,2023-12-13,active,4295.56,1.628,1
A001231,M003999,savings,2023-03-10,active,3312.84,1.555,1
A001232,M003567,checking,2024-02-01,active,3894.59,2.438,1
A001233,M005497,cd,2024-05-06,closed,11659.46,0.755,1
A001234,M008473,checking,2023-09-15,closed,27741.55,0.612,1
A001235,M002571,savings,2023-03-25,active,6800.5,2.722,1
A001236,M003753,credit_card,2024-08-29,active,31247.8,2.995,1
A001237,M006803,cd,2023-08-25,active,10781.23,0.1,1
A001238,M004516,loan,2024-06-19,active,8049.94,2.793,1
A001239,M007359,savings,2024-05-17,active,2552.85,0.765,1
A001240,M000269,checking,2023-05-07,active,1545.02,2.946,1
A001241,M009455,checking,2023-10-01,active,1719.2,3.515,1
A001242,M005611,savings,2023-03-31,active,527.36,1.256,1
A001243,M002886,checking,2023-06-22,active,5086.52,2.565,1
A001244,M005813,checking,2023-01-30,active,1766.3,4.349,1
A001245,M004393,credit_card,2024-09-23,active,14730.66,2.703,1
A001246,M001622,checking,2023-07-16,active,9257.1,1.325,1
A001247,M004129,checking,2024-03-23,active,5475.22,1.955,1
A001248,M000210,savings,2023-10-24,active,2252.81,1.436,1
A001249,M008376,savings,2023-11-18,active,4765.8,2.59,1
A001250,M008630,savings,2023-08-19,active,14583.98,0.753,1
A001251,M005067,savings,2024-06-02,active,19324.2,1.221,1
A001252,M002366,savings,2023-12-08,closed,3486.14,2.954,0
A001253,M004442,savings,2023-09-02,active,3697.64,1.446,0
A001254,M007505,credit_card,2023-05-12,active,1085.95,2.115,1
A001255,M006167,savings,2023-08-25,active,3975.72,2.083,1
A001256,M000301,loan,2023-06-27,active,15588.27,2.56,1
A001257,M008429,checking,2023-07-22,active,876.21,1.648,1
A001258,M002137,checking,2024-07-14,active,5535.51,3.264,1
A001259,M001685,credit_card,2023-10-15,active,11697.63,0.517,1
A001260,M009461,checking,2023-06-21,active,9198.8,2.53,0
A001261,M003276,checking,2023-01-28,active,4352.01,2.371,1
A001262,M008777,credit_card,2024-08-20,active,8102.35,2.4,1
A001263,M008125,checking,2024-09-29,active,6893.95,0.885,1
A001264,M005829,checking,2023-07-05,active,8408.61,1.5,1
A001265,M006136,loan,2023-06-23,active,13027.21,1.727,1
A001266,M006513,savings,2023-04-03,closed,1950.35,2.431,1
A001267,M003099,savings,2023-12-03,active,5785.85,0.574,1
A001268,M001769,checking,2023-11-24,active,1237.91,1.21,1
A001269,M004942,checking,2023-08-11,active,12627.87,3.116,1
A001270,M006729,credit_card,2023-03-26,active,4687.56,1.845,0
A001271,M005234,credit_card,2024-09-30,active,2906.66,2.563,1
A001272,M006430,cd,2024-08-28,active,3364.36,2.566,1
A001273,M003542,savings,2023-01-25,closed,15469.39,2.059,1
A001274,M003639,checking,2024-02-09,active,3552.61,3.117,1
A001275,M000662,savings,2023-02-18,active,10516.08,1.347,1
A001276,M005872,checking,2023-09-20,active,7895.12,2.133,1
A001277,M006235,credit_card,2024-08-21,closed,1580.7,4.013,1
A001278,M007545,savings,2023-03-04,active,93.13,1.22,1
A001279,M001523,loan,2024-04-17,active,3016.45,2.627,0
A001280,M006441,checking,2024-04-13,active,10222.04,1.082,1
A001281,M000844,savings,2023-05-22,active,9139.3,3.574,1
A001282,M004465,savings,2023-01-30,active,9323.68,4.478,1
A001283,M005612,checking,2023-03-08,active,3389.99,0.414,1
A001284,M008748,credit_card,2023-03-17,active,14892.66,1.65,1
A001285,M002051,savings,2024-07-30,active,5265.8,2.687,1
A001286,M001897,credit_card,2024-09-11,active,16733.3,3.059,1
A001287,M008229,checking,2023-05-20,active,30444.18,3.109,1
A001288,M009338,savings,2023-08-19,active,2995.96,0.1,1
A001289,M002162,checking,2023-12-04,active,1652.92,3.076,1
A001290,M005808,checking,2023-08-12,active,950.36,0.873,1
A001291,M000229,checking,2023-07-29,active,314.81,3.188,1
A001292,M007074,loan,2024-04-08,active,963.63,1.466,1
A001293,M008540,credit_card,2023-10-03,active,1302.25,2.391,1
A001294,M003256,checking,2024-07-12,active,11859.17,1.674,1
A001295,M001623,checking,2023-03-10,active,7934.09,3.257,1
A001296,M008863,savings,2023-09-15,active,3699.22,1.37,1
A001297,M009999,checking,2023-11-01,active,7836.73,0.948,1
A001298,M000141,checking,2023-05-03,active,12548.37,4.043,1
A001299,M008845,checking,2023-06-04,active,1619.16,2.579,1
A001300,M004519,savings,2023-03-15,active,1772.64,3.122,1
A001301,M006531,checking,2024-03-04,active,5121.15,3.249,1
A001302,M003870,savings,2024-01-03,active,3155.48,1.481,1
A001303,M009405,loan,2023-10-24,active,250.9,2.575,1
A001304,M004714,cd,2023-08-28,active,1102.27,1.321,0
A001305,M001598,checking,2024-08-01,active,5351.66,1.034,1
A001306,M003955,checking,2024-06-30,active,11010.24,1.862,1
A001307,M000905,credit_card,2024-07-05,active,3733.48,3.428,0
A001308,M002387,savings,2023-02-03,closed,4020.18,2.101,1
A001309,M002371,savings,2023-03-05,active,29239.02,2.328,1
A001310,M005985,savings,2024-02-15,closed,2492.92,2.835,0
A001311,M005451,checking,2023-12-03,active,2928.36,2.232,1
A001312,M004400,checking,2023-11-18,closed,1876.49,2.722,1
A001313,M006696,checking,2024-03-12,active,2216.29,0.218,1
A001314,M002271,savings,2023-12-16,active,2810.41,1.299,1
A001315,M009808,savings,2023-06-04,active,2266.03,1.656,1
A001316,M003033,savings,2023-09-17,active,13182.47,1.954,1
A001317,M003252,savings,2024-05-07,active,855.27,3.551,1
A001318,M007191,savings,2023-04-10,active,3245.42,1.123,0
A001319,M000128,cd,2024-03-12,closed,15062.04,2.265,1
A001320,M007841,cd,2023-05-09,active,3073.41,2.837,1
A001321,M008533,checking,2023-02-02,active,6828.2,0.1,1
A001322,M006012,savings,2023-01-31,active,2419.23,2.114,1
A001323,M005084,cd,2023-01-08,active,2962.08,2.107,1
A001324,M006249,savings,2024-05-12,active,14819.95,0.98,1
A001325,M001035,savings,2023-11-04,active,5237.44,1.892,1
A001326,M007030,checking,2023-07-26,active,1427.88,2.08,1
A001327,M008285,savings,2023-05-30,closed,11902.55,0.239,1
A001328,M005902,credit_card,2023-03-16,active,19875.15,1.258,1
A001329,M007201,checking,2024-02-23,active,3233.93,1.681,1
A001330,M008421,cd,2023-03-22,active,1973.13,1.796,1
A001331,M002345,checking,2023-08-13,closed,5299.16,1.827,1
A001332,M000826,credit_card,2024-09-16,closed,1165.57,0.883,1
A001333,M004575,checking,2023-01-19,active,7929.57,1.852,1
A001334,M005062,credit_card,2024-08-12,active,6038.22,1.02,1
A001335,M006654,savings,2023-08-16,active,1924.63,2.417,1
A001336,M003116,checking,2024-02-17,closed,11060.46,1.257,1
A001337,M002231,savings,2024-04-26,active,1857.7,1.347,1
A001338,M004515,checking,2023-06-21,closed,31003.65,3.186,1
A001339,M007783,cd,2024-01-05,active,3952.29,0.732,1
A001340,M008100,savings,2023-07-25,active,3550.33,1.18,0
A001341,M003269,savings,2023-07-16,active,3961.77,2.51,1
A001342,M009283,savings,2024-06-22,active,318.16,2.576,1
A001343,M008186,savings,2024-02-08,active,7327.4,2.033,1
A001344,M006524,checking,2023-08-25,closed,960.17,1.348,1
A001345,M000139,savings,2023-12-02,active,869.79,1.498,1
A001346,M008242,cd,2023-06-04,active,27797.23,2.865,1
A001347,M005777,savings,2023-12-16,active,1682.74,0.414,1
A001348,M001267,savings,2023-02-20,active,1273.54,1.758,1
A001349,M008662,savings,2023-09-21,active,4821.2,2.173,1
A001350,M007054,checking,2024-03-31,active,5161.06,1.153,1
A001351,M002175,loan,2024-02-08,active,9854.44,2.102,1
A001352,M006747,savings,2023-01-28,closed,3215.44,3.729,1
A001353,M002063,savings,2024-09-12,active,20922.9,2.748,1
A001354,M008583,checking,2023-08-07,active,792.48,1.771,1
A001355,M006799,savings,2023-04-05,active,1357.59,0.1,1
A001356,M006565,checking,2024-01-25,active,10099.77,0.777,1
A001357,M009485,savings,2023-08-21,active,762.84,2.503,1
A001358,M003071,savings,2023-02-08,active,10279.69,0.714,1
A001359,M009955,credit_card,2024-09-12,active,2072.64,0.1,1
A001360,M003626,checking,2023-03-13,active,9680.81,1.846,1
A001361,M003345,checking,2024-03-29,active,1879.26,2.597,1
A001362,M006669,savings,2023-02-03,active,8320.77,0.73,1
A001363,M002969,checking,2024-09-25,active,20507.27,0.1,1
A001364,M004357,savings,2024-09-11,active,22642.99,1.331,1
A001365,M006441,checking,2023-03-27,active,3415.75,2.126,1
A001366,M009985,checking,2023-04-28,active,1880.96,3.294,1
A001367,M002075,savings,2023-07-08,active,5280.59,0.864,0
A001368,M006275,loan,2023-01-14,active,25481.33,1.617,1
A001369,M004596,loan,2023-10-06,active,2660.98,0.922,1
A001370,M007418,checking,2024-04-29,active,3118.22,1.903,1
A001371,M006084,checking,2024-09-04,active,3667.14,2.557,1
A001372,M002413,checking,2023-12-03,active,1616.56,2.902,1
A001373,M009852,savings,2024-03-16,active,9273.45,3.037,1
A001374,M008068,checking,2023-03-26,active,10742.25,3.372,1
A001375,M009454,savings,2023-07-21,closed,1267.41,2.1,1
A001376,M009575,loan,2023-03-13,active,3914.03,2.883,1
A001377,M000072,savings,2023-06-19,active,2207.67,1.881,1
A001378,M003027,checking,2023-07-21,active,3247.33,2.293,1
A001379,M008902,checking,2024-08-05,active,4893.86,2.48,1
A001380,M005278,credit_card,2023-07-28,active,3538.1,1.912,0
A001381,M005028,savings,2023-05-10,active,1408.0,1.421,1
A001382,M006072,savings,2024-08-18,active,1901.55,1.299,1
A001383,M007006,savings,2023-02-20,closed,249.21,1.216,1
A001384,M002245,checking,2023-03-29,active,11461.62,3.986,1
A001385,M001151,checking,2024-05-27,active,719.37,2.5,1
A001386,M002367,checking,2023-03-16,active,639.7,1.173,1
A001387,M000779,checking,2024-08-11,active,2149.1,1.72,1
A001388,M002595,savings,2024-05-26,closed,1759.05,2.795,1
A001389,M008488,credit_card,2023-11-16,closed,2928.74,1.863,1
A001390,M002229,loan,2023-08-19,active,3100.75,0.954,1
A001391,M001065,checking,2023-09-11,active,3385.72,1.68,1
A001392,M006582,checking,2024-04-25,active,1727.24,1.82,0
A001393,M001716,savings,2023-08-27,active,3021.8,2.735,1
A001394,M007062,savings,2023-04-01,active,1762.79,3.603,1
A001395,M006780,checking,2023-08-16,active,11698.68,2.012,1
A001396,M004513,savings,2023-04-04,active,3376.43,2.038,1
A001397,M004139,loan,2023-12-20,active,4462.52,2.097,1
A001398,M002702,loan,2024-09-19,active,3243.22,2.368,0
A001399,M000326,checking,2023-01-10,active,7521.91,3.925,1
A001400,M004159,loan,2024-01-16,active,7463.56,1.975,1
A001401,M002678,savings,2023-12-15,active,3116.44,1.744,1
A001402,M003972,savings,2023-03-10,active,4547.68,1.769,1
A001403,M000042,checking,2023-01-15,closed,9646.44,1.625,1
A001404,M003437,savings,2023-07-04,active,3486.96,2.995,1
A001405,M003022,checking,2024-07-08,active,11993.41,1.866,1
A001406,M003873,savings,2024-08-02,active,9747.66,1.646,1
A001407,M008030,savings,2023-03-16,active,4243.06,1.815,1
A001408,M003609,credit_card,2023-03-01,active,8616.98,2.976,1
A001409,M002666,savings,2024-03-28,active,1424.92,0.1,1
A001410,M007441,savings,2023-10-16,active,9215.42,1.221,1
A001411,M006546,savings,2023-01-16,active,986.9,1.287,1
A001412,M005768,checking,2023-10-02,active,7500.16,1.322,1
A001413,M001630,cd,2023-03-30,active,2047.13,0.1,1
A001414,M003929,credit_card,2024-07-13,active,3379.88,1.398,1
A001415,M009425,savings,2024-06-09,active,3958.19,0.12,1
A001416,M001859,checking,2024-02-17,active,2939.36,2.001,0
A001417,M009715,savings,2023-01-16,active,4206.88,2.498,1
A001418,M009985,checking,2024-04-04,active,2620.3,0.1,1
A001419,M009057,savings,2023-11-30,active,1099.58,0.147,1
A001420,M009070,savings,2023-10-23,active,303.07,0.895,1
A001421,M005661,savings,2023-02-15,active,12338.14,2.226,1
A001422,M008194,checking,2024-05-25,active,8940.28,3.102,1
A001423,M005842,savings,2023-12-10,active,2874.4,3.251,1
A001424,M002276,checking,2023-04-09,active,8026.04,2.858,1
A001425,M006668,cd,2023-04-15,active,21506.61,1.385,1
A001426,M001069,savings,2023-03-14,active,2372.7,2.324,1
A001427,M007593,savings,2023-06-18,active,2499.8,1.828,0
A001428,M009228,cd,2024-09-26,active,2756.16,3.639,1
A001429,M002986,cd,2023-05-25,active,13367.14,0.1,1
A001430,M008468,savings,2023-03-07,active,12039.48,1.673,1
A001431,M005235,credit_card,2024-07-17,active,1695.8,1.514,1
A001432,M004729,savings,2023-03-28,active,621.66,3.103,1
A001433,M007666,checking,2024-06-08,active,4576.39,1.144,1
A001434,M008677,checking,2024-03-21,active,3069.63,2.31,1
A001435,M006892,savings,2024-03-09,active,7857.44,3.878,1
A001436,M000451,savings,2023-11-29,active,31606.13,2.243,1
A001437,M002624,loan,2024-06-21,active,971.84,2.817,1
A001438,M004234,checking,2023-04-19,active,538.19,1.293,1
A001439,M002289,loan,2023-07-16,active,3621.47,1.879,1
A001440,M005732,checking,2024-02-09,active,2429.68,1.987,0
A001441,M000848,cd,2024-02-24,active,3935.14,1.129,1
A001442,M007491,cd,2023-06-23,active,250.66,3.233,1
A001443,M006711,checking,2024-05-16,active,3705.15,3.857,0
A001444,M004520,checking,2023-04-03,active,2394.53,2.574,1
A001445,M004354,savings,2023-06-14,active,1461.73,2.765,1
A001446,M008350,credit_card,2023-05-31,closed,851.65,2.186,0
A001447,M004273,checking,2023-05-17,closed,8592.58,3.496,1
A001448,M006373,savings,2023-09-26,active,9809.31,2.666,1
A001449,M005415,savings,2023-06-11,active,10882.38,1.853,1
A001450,M005225,savings,2024-09-18,active,9311.07,1.356,1
A001451,M003879,savings,2023-12-05,closed,20192.51,2.964,1
A001452,M000436,checking,2024-02-27,active,1911.14,2.608,1
A001453,M001833,savings,2024-06-25,active,126.21,2.012,1
A001454,M009545,savings,2023-10-15,active,16942.01,1.665,1
A001455,M001434,savings,2023-09-18,active,12437.7,1.428,1
A001456,M005168,checking,2024-07-07,active,2564.53,1.899,1
A001457,M004416,savings,2024-07-15,active,8452.91,1.92,1
A001458,M006731,loan,2023-02-08,active,2180.98,0.1,1
A001459,M004827,savings,2024-07-11,closed,2939.58,3.501,1
A001460,M001665,savings,2023-03-07,active,1475.28,0.1,1
A001461,M002087,savings,2023-04-10,active,4032.49,1.635,1
A001462,M009556,checking,2024-01-22,active,4716.63,3.514,0
A001463,M009002,savings,2023-03-06,active,25515.09,2.402,1
A001464,M009081,checking,2023-10-09,active,10078.87,2.495,1
A001465,M002069,checking,2024-01-13,active,1812.5,0.1,1
A001466,M008555,loan,2024-08-22,active,4996.75,3.024,1
A001467,M004348,savings,2023-03-11,active,5254.29,0.1,1
A001468,M009309,savings,2024-01-04,active,10878.49,3.702,0
A001469,M008593,checking,2024-04-06,active,9934.03,2.773,1
A001470,M006905,checking,2024-04-23,active,6866.14,2.312,1
A001471,M002475,checking,2023-06-15,active,12627.07,0.567,1
A001472,M002896,checking,2024-09-25,active,13188.16,2.425,1
A001473,M003726,credit_card,2023-04-18,active,1815.39,2.227,1
A001474,M001164,checking,2023-04-15,active,11523.44,1.214,1
A001475,M008068,cd,2023-10-19,active,6066.13,1.806,1
A001476,M008090,savings,2023-09-23,active,22388.79,0.812,1
A001477,M007843,savings,2023-12-10,active,8010.22,2.331,1
A001478,M006240,checking,2024-05-06,active,24974.33,1.915,1
A001479,M005461,cd,2024-07-26,active,1829.06,2.304,1
A001480,M002588,savings,2023-02-22,active,10615.43,1.765,0
A001481,M006201,savings,2024-08-27,active,868.8,2.701,1
A001482,M003374,checking,2023-07-10,active,3734.42,2.632,1
A001483,M004591,checking,2024-03-23,active,4064.75,2.763,1
A001484,M008466,loan,2023-05-05,active,3780.99,1.487,1
A001485,M007499,savings,2023-09-17,active,7651.03,2.146,1
A001486,M008639,checking,2023-08-23,active,3174.34,2.082,1
A001487,M000272,loan,2024-04-27,active,702.61,1.837,1
A001488,M007904,loan,2023-02-04,active,485.54,1.968,1
A001489,M002665,savings,2024-06-02,active,1034.54,2.458,1
A001490,M001950,savings,2024-01-31,closed,1359.83,3.363,1
A001491,M004417,checking,2024-03-18,active,646.39,4.039,0
A001492,M001292,credit_card,2024-09-01,active,451.11,1.081,1
A001493,M002999,checking,2024-04-07,active,2659.18,1.789,1
A001494,M008864,credit_card,2023-08-29,active,5250.39,1.854,1
A001495,M001245,savings,2024-03-11,active,2245.28,0.605,0
A001496,M008074,credit_card,2023-03-23,active,10187.51,1.175,1
A001497,M003913,savings,2024-05-10,active,3128.23,3.184,1
A001498,M001946,savings,2023-05-23,closed,19513.77,2.85,1
A001499,M007568,checking,2023-08-24,active,3374.34,3.919,1
A001500,M006367,savings,2023-01-23,active,2734.22,2.407,0
A001501,M006550,savings,2023-07-18,active,6070.72,1.401,1
A001502,M003181,savings,2023-09-20,active,2067.41,2.634,0
A001503,M002751,loan,2023-07-30,closed,16936.04,1.741,1
A001504,M004617,checking,2024-03-22,active,2826.56,2.356,1
A001505,M004401,savings,2024-09-14,active,13164.98,2.416,0
A001506,M004094,loan,2023-07-12,active,2831.78,2.922,1
A001507,M004117,checking,2023-05-07,active,4041.17,2.064,1
A001508,M004765,savings,2023-06-08,active,15404.07,1.386,1
A001509,M004342,checking,2023-12-12,active,1118.31,2.812,1
A001510,M002391,loan,2024-04-13,closed,2269.09,2.857,1
A001511,M001095,savings,2023-03-03,active,1178.93,4.82,1
A001512,M002496,savings,2024-03-13,active,1805.95,1.883,1
A001513,M003156,loan,2024-04-09,active,2528.31,0.1,0
A001514,M004951,loan,2023-01-10,closed,3041.97,2.961,1
A001515,M005786,savings,2024-08-11,active,5178.29,2.201,1
A001516,M002363,checking,2023-06-24,active,1881.6,1.571,0
A001517,M002702,checking,2023-04-05,active,1801.46,1.265,1
A001518,M000410,savings,2023-02-07,active,5299.03,3.362,1
A001519,M003050,cd,2023-01-09,active,6040.29,3.098,1
A001520,M002136,checking,2023-05-23,active,2232.19,0.592,1
A001521,M002404,savings,2024-05-12,active,6433.68,2.199,1
A001522,M009591,checking,2024-08-02,closed,6986.23,2.104,1
A001523,M004622,checking,2023-04-27,active,4465.86,1.556,1
A001524,M006327,cd,2023-06-03,active,18802.11,1.643,1
A001525,M005307,checking,2023-07-05,active,750.92,2.617,1
A001526,M009476,loan,2024-04-12,active,2174.06,2.97,0
A001527,M001237,credit_card,2024-02-21,active,3861.65,1.557,1
A001528,M003202,checking,2023-09-10,active,3565.53,3.612,1
A001529,M000996,checking,2024-08-01,active,5764.68,1.078,1
A001530,M001915,savings,2024-04-07,active,7322.95,1.903,1
A001531,M009164,savings,2023-10-17,closed,1670.88,2.789,1
A001532,M001693,savings,2024-02-29,active,12062.92,0.551,0
A001533,M007897,checking,2024-08-07,active,5844.59,0.334,1
A001534,M008374,savings,2023-03-13,active,1296.93,1.69,0
A001535,M005249,checking,2024-01-30,active,2225.31,1.543,1
A001536,M006149,checking,2023-10-26,closed,2801.39,4.269,1
A001537,M008104,checking,2023-01-20,closed,10976.95,2.544,1
A001538,M005954,checking,2023-02-28,closed,4456.56,2.138,1
A001539,M003258,credit_card,2024-01-06,active,2351.29,3.333,1
A001540,M002519,checking,2023-11-15,active,2388.73,0.335,1
A001541,M002265,savings,2024-01-03,active,19534.42,1.561,1
A001542,M008307,checking,2024-01-04,closed,2379.61,2.105,1
A001543,M008116,savings,2023-06-28,active,1207.98,0.1,1
A001544,M008962,cd,2023-06-17,active,8335.64,2.106,1
A001545,M003264,savings,2024-02-13,active,7179.42,2.232,1
A001546,M002983,credit_card,2023-01-09,active,1121.95,2.737,1
A001547,M002200,checking,2023-10-08,active,6640.31,0.482,1
A001548,M009632,savings,2023-05-15,closed,2376.26,3.079,1
A001549,M006518,checking,2023-12-10,active,4412.66,3.152,1
A001550,M007164,savings,2024-08-13,active,2002.39,0.607,1
A001551,M007312,checking,2023-12-05,active,12645.01,2.951,1
A001552,M008424,checking,2024-07-27,active,1837.46,1.471,1
A001553,M001665,checking,2023-03-28,active,1004.1,2.387,1
A001554,M000834,checking,2023-10-10,closed,8530.3,2.545,1
A001555,M004204,credit_card,2024-02-28,closed,6052.97,1.936,1
A001556,M000361,checking,2024-09-06,active,283.0,0.206,0
A001557,M009116,savings,2024-01-14,active,11854.72,2.287,1
A001558,M007271,savings,2024-01-20,closed,2900.84,4.418,1
A001559,M003947,savings,2024-04-21,active,6646.95,2.382,1
A001560,M000486,savings,2023-02-25,active,12773.51,0.77,1
A001561,M003702,loan,2023-06-07,active,849.08,3.079,1
A001562,M008759,checking,2024-03-27,active,4078.41,2.378,0
A001563,M001741,savings,2023-03-26,active,3584.64,0.999,1
A001564,M005188,savings,2024-05-04,active,3615.91,3.078,1
A001565,M005977,checking,2023-09-01,active,4609.96,3.014,1
A001566,M002139,checking,2023-06-06,active,27976.18,1.925,1
A001567,M005714,loan,2024-06-10,active,10705.66,2.506,1
A001568,M006493,checking,2024-06-18,active,1687.54,3.645,1
A001569,M001049,checking,2023-09-28,active,226.25,3.87,1
A001570,M007043,loan,2023-03-06,active,1478.69,3.051,0
A001571,M002995,checking,2024-07-08,active,11035.27,1.633,1
A001572,M001828,credit_card,2024-01-26,active,31865.3,1.634,1
A001573,M000233,checking,2024-04-20,active,2991.58,2.103,0
A001574,M005940,checking,2024-01-25,active,3112.91,1.3,1
A001575,M006573,savings,2023-09-27,active,1618.68,2.763,1
A001576,M009153,checking,2023-12-31,active,23089.14,2.136,1
A001577,M004566,savings,2024-06-08,active,1680.26,2.605,1
A001578,M005169,savings,2024-09-11,active,8863.97,2.432,0
A001579,M009995,checking,2023-02-24,active,2505.41,3.954,1
A001580,M006838,cd,2024-07-05,closed,2818.5,1.284,1
A001581,M006262,cd,2024-08-30,active,6721.82,2.469,1
A001582,M008644,savings,2024-06-17,active,2031.33,1.689,1
A001583,M000981,checking,2024-02-16,active,181.33,2.038,1
A001584,M006742,checking,2023-03-19,active,9682.86,2.656,1
A001585,M007635,checking,2023-12-29,active,14368.2,2.072,1
A001586,M007250,savings,2024-01-02,active,2862.27,2.913,1
A001587,M006726,savings,2023-12-02,active,1768.01,2.271,1
A001588,M009792,loan,2024-09-01,active,5553.39,0.914,1
A001589,M007800,checking,2024-04-14,active,10324.47,2.911,1
A001590,M008156,savings,2023-04-22,active,2039.63,0.581,0
A001591,M003120,checking,2023-11-05,active,2570.15,2.956,1
A001592,M007345,checking,2023-11-14,closed,1941.06,2.18,1
A001593,M004077,savings,2024-05-13,active,4955.07,2.003,1
A001594,M005255,checking,2023-01-20,active,19969.0,3.296,0
A001595,M005972,checking,2023-11-13,active,319.56,3.727,1
A001596,M000429,loan,2023-07-03,active,3743.31,1.228,1
A001597,M006707,savings,2023-08-29,active,7691.21,1.147,1
