member_id,age,language_pref,zipcode,channel_signup,tenure_months,dep_90d,events_90d,lead_score,next_best_campaign
M007329,23,english,80120,branch,8,0.0,29,62.0,CAMP_GENZ_CHECKING
M001786,23,english,67212,online,15,5871.92,25,61.87192,CAMP_GENZ_CHECKING
M007070,18,english,80033,event,3,0.0,30,61.5,CAMP_GENZ_CHECKING
M006873,24,spanish,80224,branch,11,0.0,28,61.5,CAMP_GENZ_CHECKING
M004414,18,spanish,80224,online,9,4622.49,26,61.12249,CAMP_GENZ_CHECKING
M009589,18,spanish,80216,online,8,5072.13,26,61.07213,CAMP_GENZ_CHECKING
M007213,25,spanish,80022,online,2,9567.270000000006,25,60.56727000000001,CAMP_GENZ_CHECKING
M009574,18,english,80202,online,13,26446.550000000003,14,60.44655,CAMP_GENZ_CHECKING
M004639,18,english,80218,referral,20,0.0,27,60.0,CAMP_GENZ_CHECKING
M005042,20,english,80014,online,14,0.0,27,60.0,CAMP_GENZ_CHECKING
M000526,18,english,80017,referral,13,9948.300000000001,22,59.9483,CAMP_GENZ_CHECKING
M001713,18,spanish,80220,branch,12,7722.189999999999,23,59.72219,CAMP_GENZ_CHECKING
M008233,18,english,67203,online,4,9698.76,24,59.69876,CAMP_GENZ_CHECKING
M005588,18,english,80203,online,7,22563.899999999998,16,58.0639,CAMP_GENZ_CHECKING
M005837,18,spanish,80205,online,17,2002.3,25,58.0023,CAMP_GENZ_CHECKING
M006488,23,english,80120,online,21,0.0,26,58.0,CAMP_GENZ_CHECKING
M008952,25,english,80218,online,14,0.0,26,58.0,CAMP_GENZ_CHECKING
M002798,19,english,67206,branch,15,5844.9,23,57.8449,CAMP_GENZ_CHECKING
M006355,18,english,67206,branch,14,2894.2400000000002,24,56.89424,CAMP_GENZ_CHECKING
M007859,18,english,80206,event,19,522.72,25,56.52272,CAMP_GENZ_CHECKING
M000205,23,english,67226,branch,5,0.0,27,56.5,CAMP_GENZ_CHECKING
M009743,22,english,80219,online,2,35480.75999999999,10,56.48075999999999,CAMP_GENZ_CHECKING
M004023,18,english,80203,online,4,12349.119999999999,21,56.34912,CAMP_GENZ_CHECKING
M002185,18,english,80205,branch,8,0.0,26,56.0,CAMP_GENZ_CHECKING
M007271,19,spanish,80212,online,8,0.0,26,56.0,CAMP_GENZ_CHECKING
M008966,21,spanish,67219,online,15,0.0,25,56.0,CAMP_GENZ_CHECKING
M002393,22,other,67208,event,3,21983.940000000002,16,55.483940000000004,CAMP_GENZ_CHECKING
M003173,24,english,80010,online,19,5015.04,22,55.01504,CAMP_GENZ_CHECKING
M009316,22,english,80222,online,5,0.0,26,54.5,CAMP_GENZ_CHECKING
M002020,25,english,80014,online,2,3492.18,25,54.49218,CAMP_GENZ_CHECKING
M002905,22,english,80123,event,19,8209.38,20,54.209379999999996,CAMP_GENZ_CHECKING
M001287,18,other,80111,branch,16,0.0,24,54.0,CAMP_GENZ_CHECKING
M003285,21,english,67202,online,20,0.0,24,54.0,CAMP_GENZ_CHECKING
M009080,20,english,80203,online,15,0.0,24,54.0,CAMP_GENZ_CHECKING
M008734,18,english,67227,online,3,8437.800000000003,22,53.9378,CAMP_GENZ_CHECKING
M006130,23,english,80212,online,6,14792.040000000005,18,53.79204000000001,CAMP_GENZ_CHECKING
M001444,24,english,80223,branch,20,15716.45,16,53.71645,CAMP_GENZ_CHECKING
M005616,18,english,80216,online,11,12085.199999999997,18,53.5852,CAMP_GENZ_CHECKING
M008043,23,english,67226,online,7,0.0,25,53.5,CAMP_GENZ_CHECKING
M009586,21,english,67219,online,3,11949.299999999997,20,53.449299999999994,CAMP_GENZ_CHECKING
M001195,21,english,80012,online,4,3187.8,24,53.1878,CAMP_GENZ_CHECKING
M005792,18,english,80012,online,12,7062.479999999998,20,53.06248,CAMP_GENZ_CHECKING
M006079,24,spanish,80227,online,6,0.0,25,53.0,CAMP_GENZ_CHECKING
M005450,23,english,80231,referral,8,6937.98,21,52.937979999999996,CAMP_GENZ_CHECKING
M008830,25,english,80123,online,15,2548.55,22,52.54855,CAMP_GENZ_CHECKING
M005504,23,english,80218,online,1,0.0,26,52.5,CAMP_GENZ_CHECKING
M004225,24,spanish,80123,online,9,0.0,24,52.5,CAMP_GENZ_CHECKING
M007306,18,english,80030,online,1,0.0,26,52.5,CAMP_GENZ_CHECKING
M007901,22,english,67218,online,18,72.11999999999999,23,52.07212,CAMP_GENZ_CHECKING
M004502,24,english,80231,branch,15,0.0,23,52.0,CAMP_GENZ_CHECKING
M005017,18,spanish,80012,branch,18,7878.5999999999985,19,51.8786,CAMP_GENZ_CHECKING
M004305,24,english,80211,event,15,13784.400000000001,16,51.784400000000005,CAMP_GENZ_CHECKING
M001329,25,english,80017,online,8,11751.220000000005,18,51.75122,CAMP_GENZ_CHECKING
M002025,18,english,67211,event,5,15151.409999999993,17,51.65140999999999,CAMP_GENZ_CHECKING
M003915,22,spanish,67219,branch,2,14428.590000000004,18,51.42859,CAMP_GENZ_CHECKING
M003364,24,english,80211,online,6,8344.65,20,51.34465,CAMP_GENZ_CHECKING
M003476,25,english,67219,online,6,1967.2800000000002,23,50.96728,CAMP_GENZ_CHECKING
M000723,24,english,67218,branch,2,5940.239999999999,22,50.94024,CAMP_GENZ_CHECKING
M000039,24,english,80218,online,9,173.7,23,50.6737,CAMP_GENZ_CHECKING
M002608,18,english,80206,online,2,11496.24,19,50.49624,CAMP_GENZ_CHECKING
M003133,19,spanish,80218,event,17,0.0,22,50.0,CAMP_GENZ_CHECKING
M008698,23,spanish,67208,online,20,0.0,22,50.0,CAMP_GENZ_CHECKING
M002774,21,spanish,80015,online,10,43608.9,0,48.608900000000006,CAMP_GENZ_CHECKING
M007727,25,english,80014,branch,4,9603.12,18,47.603120000000004,CAMP_GENZ_CHECKING
M005357,20,spanish,67211,online,7,0.0,22,47.5,CAMP_GENZ_CHECKING
M003425,19,english,80211,online,11,15967.679999999995,13,47.467679999999994,CAMP_GENZ_CHECKING
M003110,18,spanish,80203,online,12,13211.519999999997,14,47.21151999999999,CAMP_GENZ_CHECKING
M004789,18,english,80017,online,16,41179.92999999999,0,47.17992999999999,CAMP_GENZ_CHECKING
M008532,23,spanish,80014,referral,8,43174.72000000001,0,47.17472000000001,CAMP_GENZ_CHECKING
M004897,20,english,80016,online,9,42311.34,0,46.811339999999994,CAMP_GENZ_CHECKING
M000326,25,english,80012,event,16,40581.99999999999,0,46.581999999999994,CAMP_GENZ_CHECKING
M007641,18,spanish,80033,online,8,8372.1,17,46.3721,CAMP_GENZ_CHECKING
M000532,20,english,67206,online,11,2644.6200000000003,19,46.14462,CAMP_GENZ_CHECKING
M000685,25,english,80209,branch,21,0.0,20,46.0,CAMP_GENZ_CHECKING
M002716,18,english,80010,online,20,17518.199999999997,11,45.51819999999999,CAMP_GENZ_CHECKING
M000976,18,english,80202,online,11,0.0,20,45.5,CAMP_GENZ_CHECKING
M000143,21,spanish,80220,online,7,0.0,21,45.5,CAMP_GENZ_CHECKING
M002055,24,english,67218,online,9,4813.919999999999,18,45.313919999999996,CAMP_GENZ_CHECKING
M007430,21,spanish,80203,online,7,7722.080000000001,17,45.22208,CAMP_GENZ_CHECKING
M008588,18,spanish,80203,online,3,5707.56,19,45.20756,CAMP_GENZ_CHECKING
M005546,20,spanish,80033,online,19,5173.42,17,45.17342,CAMP_GENZ_CHECKING
M001754,18,english,80121,branch,20,6919.080000000002,16,44.91908,CAMP_GENZ_CHECKING
M006038,20,spanish,67214,online,11,15174.72,12,44.67472,CAMP_GENZ_CHECKING
M007190,18,spanish,67219,online,18,38599.200000000004,0,44.5992,CAMP_GENZ_CHECKING
M004208,18,spanish,80111,online,14,8082.6,15,44.0826,CAMP_GENZ_CHECKING
M002676,18,spanish,80222,online,4,0.0,21,44.0,CAMP_GENZ_CHECKING
M006945,18,english,80121,event,13,0.0,19,44.0,CAMP_GENZ_CHECKING
M007937,18,english,80206,branch,8,0.0,20,44.0,CAMP_GENZ_CHECKING
M009770,19,english,80220,online,8,0.0,20,44.0,CAMP_GENZ_CHECKING
M007658,18,english,80112,online,7,0.0,20,43.5,CAMP_GENZ_CHECKING
M008444,24,spanish,80219,event,16,3352.4000000000005,17,43.3524,CAMP_GENZ_CHECKING
M009771,18,english,80111,branch,21,13030.919999999998,12,43.030919999999995,CAMP_GENZ_CHECKING
M000907,24,spanish,80224,referral,6,0.0,20,43.0,CAMP_GENZ_CHECKING
M003887,18,spanish,80015,online,10,0.0,19,43.0,CAMP_GENZ_CHECKING
M007576,23,spanish,80202,online,2,0.0,21,43.0,CAMP_GENZ_CHECKING
M006195,18,english,80204,referral,2,1861.53,20,42.86153,CAMP_GENZ_CHECKING
M006149,22,english,67211,branch,15,36772.37999999998,0,42.772379999999984,CAMP_GENZ_CHECKING
M001883,25,spanish,80222,online,12,8731.59,14,42.73159,CAMP_GENZ_CHECKING
M001915,18,english,80211,referral,21,599.45,18,42.59945,CAMP_GENZ_CHECKING
M003808,18,spanish,67218,branch,12,0.0,18,42.0,CAMP_GENZ_CHECKING
M002204,24,spanish,80030,branch,12,0.0,18,42.0,CAMP_GENZ_CHECKING
M007220,19,english,80226,online,4,0.0,20,42.0,CAMP_GENZ_CHECKING
M003506,24,english,80111,online,20,7701.599999999999,14,41.7016,CAMP_GENZ_CHECKING
M003779,18,spanish,80017,referral,2,0.0,20,41.0,CAMP_GENZ_CHECKING
M006956,19,english,67219,online,7,37158.880000000005,0,40.65888,CAMP_GENZ_CHECKING
M003777,18,english,80219,referral,9,16157.350000000002,10,40.65735,CAMP_GENZ_CHECKING
M008791,18,english,67227,online,21,8637.48,13,40.63748,CAMP_GENZ_CHECKING
M001817,18,english,67227,branch,9,0.0,18,40.5,CAMP_GENZ_CHECKING
M004649,21,english,80218,online,5,0.0,19,40.5,CAMP_GENZ_CHECKING
M002948,18,english,80012,referral,11,34836.880000000005,0,40.33688000000001,CAMP_GENZ_CHECKING
M001879,20,spanish,80122,online,21,0.0,17,40.0,CAMP_GENZ_CHECKING
M001514,18,english,80015,online,14,0.0,17,40.0,CAMP_GENZ_CHECKING
M001048,21,english,67227,online,12,0.0,17,40.0,CAMP_GENZ_CHECKING
M008143,23,english,67206,branch,20,0.0,17,40.0,CAMP_GENZ_CHECKING
M009614,18,english,80015,online,12,0.0,17,40.0,CAMP_GENZ_CHECKING
M002119,18,english,80203,online,16,15375.33,9,39.37533,CAMP_GENZ_CHECKING
M008565,18,english,80121,branch,14,9196.24,12,39.19624,CAMP_GENZ_CHECKING
M004420,18,english,80227,online,6,0.0,18,39.0,CAMP_GENZ_CHECKING
M008570,19,english,67202,branch,2,0.0,19,39.0,CAMP_GENZ_CHECKING
M000608,25,english,80120,referral,6,9976.4,13,38.9764,CAMP_GENZ_CHECKING
M008838,24,spanish,80211,online,5,36304.08,0,38.80408,CAMP_GENZ_CHECKING
M004877,24,english,80211,referral,15,2346.26,15,38.34626,CAMP_GENZ_CHECKING
M002345,18,spanish,80123,branch,9,7518.900000000001,13,38.0189,CAMP_GENZ_CHECKING
M000534,25,spanish,80206,branch,17,0.0,16,38.0,CAMP_GENZ_CHECKING
M005248,21,spanish,67211,referral,21,0.0,16,38.0,CAMP_GENZ_CHECKING
M009872,25,english,67207,branch,4,0.0,18,38.0,CAMP_GENZ_CHECKING
M002177,21,english,80017,referral,19,31941.28,0,37.94128,CAMP_GENZ_CHECKING
M001349,24,english,80111,referral,9,7403.199999999999,13,37.9032,CAMP_GENZ_CHECKING
M007205,19,spanish,80231,branch,17,3551.4900000000007,14,37.55149,CAMP_GENZ_CHECKING
M003283,18,english,80216,referral,14,3473.2799999999997,14,37.47328,CAMP_GENZ_CHECKING
M009826,22,spanish,80111,online,21,9471.0,11,37.471000000000004,CAMP_GENZ_CHECKING
M006197,23,spanish,80012,referral,19,31307.500000000004,0,37.307500000000005,CAMP_GENZ_CHECKING
M008377,24,english,80112,online,10,0.0,16,37.0,CAMP_GENZ_CHECKING
M007768,19,english,80227,online,14,8775.579999999998,11,36.77558,CAMP_GENZ_CHECKING
M009146,20,english,80206,online,15,4655.849999999999,13,36.65585,CAMP_GENZ_CHECKING
M001805,18,english,80120,branch,12,0.0,15,36.0,CAMP_GENZ_CHECKING
M002150,20,spanish,80212,branch,21,0.0,15,36.0,CAMP_GENZ_CHECKING
M003995,18,english,80121,branch,13,0.0,15,36.0,CAMP_GENZ_CHECKING
M006214,24,english,80110,referral,21,0.0,15,36.0,CAMP_GENZ_CHECKING
M003406,18,english,80203,online,5,33438.600000000006,0,35.93860000000001,CAMP_GENZ_CHECKING
M001184,21,english,80220,online,14,11853.8,9,35.8538,CAMP_GENZ_CHECKING
M003232,18,english,80112,referral,10,0.0,15,35.0,CAMP_GENZ_CHECKING
M002479,24,spanish,67203,event,16,28500.84,0,34.50084,CAMP_GENZ_CHECKING
M004431,19,english,80030,online,21,10390.500000000004,9,34.3905,CAMP_GENZ_CHECKING
M000647,18,english,80111,online,17,28080.239999999998,0,34.08024,CAMP_GENZ_CHECKING
M001936,22,english,80211,online,16,0.0,14,34.0,CAMP_GENZ_CHECKING
M002281,19,english,80219,online,15,0.0,14,34.0,CAMP_GENZ_CHECKING
M002552,18,english,80122,online,17,0.0,14,34.0,CAMP_GENZ_CHECKING
M006893,25,english,80224,online,21,0.0,14,34.0,CAMP_GENZ_CHECKING
M009017,20,english,80204,online,18,0.0,14,34.0,CAMP_GENZ_CHECKING
M005177,24,english,80209,online,9,847.44,14,33.34744,CAMP_GENZ_CHECKING
M004005,24,english,80204,online,17,27059.360000000008,0,33.05936000000001,CAMP_GENZ_CHECKING
M009238,20,english,80014,branch,2,0.0,16,33.0,CAMP_GENZ_CHECKING
M005754,24,english,67203,online,11,27328.020000000004,0,32.82802000000001,CAMP_GENZ_CHECKING
M006724,18,english,80223,branch,1,0.0,16,32.5,CAMP_GENZ_CHECKING
M006981,24,english,80223,online,2,5291.599999999999,13,32.2916,CAMP_GENZ_CHECKING
M004459,21,english,80222,branch,14,0.0,13,32.0,CAMP_GENZ_CHECKING
M002368,20,english,80017,online,4,0.0,15,32.0,CAMP_GENZ_CHECKING
M003439,25,spanish,80223,online,11,26214.49999999999,0,31.71449999999999,CAMP_GENZ_CHECKING
M001177,20,english,67213,branch,11,0.0,13,31.5,CAMP_GENZ_CHECKING
M002229,18,spanish,80218,branch,2,30470.22,0,31.47022,CAMP_GENZ_CHECKING
M005686,22,english,80231,referral,5,28969.860000000008,0,31.469860000000008,CAMP_GENZ_CHECKING
M008220,24,english,67213,online,9,26950.859999999993,0,31.450859999999995,CAMP_GENZ_CHECKING
M005934,18,english,67208,branch,2,12299.699999999997,9,31.299699999999998,CAMP_GENZ_CHECKING
M004306,21,english,80226,branch,12,7093.5999999999985,9,31.0936,CAMP_GENZ_CHECKING
M004032,23,english,80212,online,1,14590.439999999995,8,31.090439999999994,CAMP_GENZ_CHECKING
M006817,18,english,80022,branch,14,24926.660000000003,0,30.926660000000005,CAMP_GENZ_CHECKING
M003419,24,spanish,80224,online,3,5150.96,12,30.65096,CAMP_GENZ_CHECKING
M001595,18,english,80203,branch,6,27580.28,0,30.58028,CAMP_GENZ_CHECKING
M004146,18,english,80227,online,9,0.0,13,30.5,CAMP_GENZ_CHECKING
M007031,24,spanish,80209,online,4,0.0,14,30.0,CAMP_GENZ_CHECKING
M007712,24,english,80012,online,20,0.0,12,30.0,CAMP_GENZ_CHECKING
M004302,24,other,80120,online,20,23668.699999999993,0,29.668699999999994,CAMP_GENZ_CHECKING
M004445,18,english,80202,online,11,0.0,12,29.5,CAMP_GENZ_CHECKING
M006704,23,spanish,67211,branch,3,0.0,14,29.5,CAMP_GENZ_CHECKING
M009709,24,english,80204,online,1,28694.899999999998,0,29.194899999999997,CAMP_GENZ_CHECKING
M007538,18,english,80227,branch,4,26949.959999999995,0,28.949959999999997,CAMP_GENZ_CHECKING
M000045,22,english,80207,branch,13,22553.37000000001,0,28.55337000000001,CAMP_GENZ_CHECKING
M005889,18,english,80207,referral,1,0.0,14,28.5,CAMP_GENZ_CHECKING
M002253,23,spanish,80122,branch,15,22360.239999999998,0,28.360239999999997,CAMP_GENZ_CHECKING
M006765,18,english,80211,branch,11,22827.59999999999,0,28.327599999999993,CAMP_GENZ_CHECKING
M001488,19,english,80033,online,17,0.0,11,28.0,CAMP_GENZ_CHECKING
M001347,18,spanish,80203,online,18,0.0,11,28.0,CAMP_GENZ_CHECKING
M004775,18,spanish,80219,online,19,0.0,11,28.0,CAMP_GENZ_CHECKING
M003803,25,english,80204,online,19,0.0,11,28.0,CAMP_GENZ_CHECKING
M006743,21,english,67218,online,13,0.0,11,28.0,CAMP_GENZ_CHECKING
M002973,24,english,67226,branch,2,26857.810000000005,0,27.857810000000004,CAMP_GENZ_CHECKING
M009906,25,english,67213,referral,18,21833.239999999998,0,27.83324,CAMP_GENZ_CHECKING
M001067,24,english,80022,online,3,0.0,13,27.5,CAMP_GENZ_CHECKING
M009539,25,spanish,80016,online,19,3133.69,9,27.13369,CAMP_GENZ_CHECKING
M006953,22,english,80223,branch,21,21117.839999999997,0,27.117839999999998,CAMP_GENZ_CHECKING
M000707,25,english,67208,online,15,21005.01,0,27.00501,CAMP_GENZ_CHECKING
M005407,22,english,80216,online,18,20901.2,0,26.901200000000003,CAMP_GENZ_CHECKING
M004915,25,spanish,67203,online,10,21670.74,0,26.670740000000002,CAMP_GENZ_CHECKING
M001574,24,english,80206,event,3,25063.75,0,26.56375,CAMP_GENZ_CHECKING
M001246,25,english,80216,referral,5,0.0,12,26.5,CAMP_GENZ_CHECKING
M002926,43,english,67208,referral,7,76772.34,276,632.27234,CAMP_LOCAL_BRANCH_EVENT
M000512,39,english,80123,branch,8,70568.59999999998,267,608.5686,CAMP_LOCAL_BRANCH_EVENT
M005883,48,other,80112,online,12,0.0,255,516.0,CAMP_LOCAL_BRANCH_EVENT
M005457,32,english,80204,event,5,0.0,244,490.5,CAMP_LOCAL_BRANCH_EVENT
M004070,53,english,67202,online,14,33378.0,222,483.378,CAMP_LOCAL_BRANCH_EVENT
M009764,44,spanish,80204,referral,8,47715.29999999999,213,477.7153,CAMP_LOCAL_BRANCH_EVENT
M001505,38,english,80112,online,21,62610.40000000004,172,412.6104,CAMP_LOCAL_BRANCH_EVENT
M004978,41,spanish,80112,branch,10,10763.610000000004,192,399.76361,CAMP_LOCAL_BRANCH_EVENT
M008089,45,spanish,80112,online,15,23337.499999999993,184,397.3375,CAMP_LOCAL_BRANCH_EVENT
M005250,45,spanish,80212,online,3,59143.59000000001,164,388.64359,CAMP_LOCAL_BRANCH_EVENT
M009426,40,other,80123,online,12,24599.960000000017,168,366.59996,CAMP_LOCAL_BRANCH_EVENT
M006557,39,spanish,80206,branch,4,11850.560000000001,174,361.85056,CAMP_LOCAL_BRANCH_EVENT
M000109,43,english,80012,branch,12,19409.31,166,357.40931,CAMP_LOCAL_BRANCH_EVENT
M005260,64,english,80212,branch,9,43812.72000000003,154,356.31272,CAMP_LOCAL_BRANCH_EVENT
M008569,45,spanish,80123,online,11,6878.200000000002,165,342.3782,CAMP_LOCAL_BRANCH_EVENT
M009591,51,spanish,67212,online,20,27040.399999999998,152,337.0404,CAMP_LOCAL_BRANCH_EVENT
M001490,55,english,80022,online,18,9663.66,160,335.66366,CAMP_LOCAL_BRANCH_EVENT
M008920,50,english,67202,branch,20,25990.679999999993,150,331.99068,CAMP_LOCAL_BRANCH_EVENT
M000484,42,english,67208,online,16,44240.759999999995,140,330.24076,CAMP_LOCAL_BRANCH_EVENT
M007199,61,english,80203,event,19,21625.92,150,327.62592,CAMP_LOCAL_BRANCH_EVENT
M009108,45,english,80231,branch,11,35063.60000000001,142,324.5636,CAMP_LOCAL_BRANCH_EVENT
M006643,30,english,80123,online,21,50509.080000000016,132,320.50908000000004,CAMP_LOCAL_BRANCH_EVENT
M007024,40,english,80212,branch,5,89176.23,114,319.67623000000003,CAMP_LOCAL_BRANCH_EVENT
M004095,55,english,80204,branch,20,12444.300000000003,150,318.4443,CAMP_LOCAL_BRANCH_EVENT
M001205,41,english,67212,branch,13,0.0,156,318.0,CAMP_LOCAL_BRANCH_EVENT
M001741,39,english,80231,online,21,19651.899999999998,146,317.6519,CAMP_LOCAL_BRANCH_EVENT
M006719,61,english,80206,online,7,61217.91000000005,126,316.7179100000001,CAMP_LOCAL_BRANCH_EVENT
M000840,37,spanish,80010,online,17,46678.649999999965,132,316.67864999999995,CAMP_LOCAL_BRANCH_EVENT
M002421,53,english,80112,branch,11,47330.08000000001,130,312.83008,CAMP_LOCAL_BRANCH_EVENT
M000424,52,english,80220,online,18,14860.800000000005,144,308.8608,CAMP_LOCAL_BRANCH_EVENT
M008953,29,spanish,80206,online,19,32775.96,135,308.77596,CAMP_LOCAL_BRANCH_EVENT
M002162,43,english,80220,online,19,31584.48000000001,135,307.58448,CAMP_LOCAL_BRANCH_EVENT
M002565,29,english,80112,online,9,92115.29999999993,104,304.61529999999993,CAMP_LOCAL_BRANCH_EVENT
M000470,33,english,67202,online,17,0.0,148,302.0,CAMP_LOCAL_BRANCH_EVENT
M001467,60,english,80112,referral,15,13402.289999999999,140,299.40229,CAMP_LOCAL_BRANCH_EVENT
M007323,35,spanish,80206,online,18,38021.8,126,296.0218,CAMP_LOCAL_BRANCH_EVENT
M004535,49,english,80206,online,3,275.03,147,295.77503,CAMP_LOCAL_BRANCH_EVENT
M009086,35,english,80123,online,19,31716.90000000001,129,295.7169,CAMP_LOCAL_BRANCH_EVENT
M001089,37,english,80022,online,18,49366.56000000003,120,295.36656000000005,CAMP_LOCAL_BRANCH_EVENT
M000335,52,english,80112,branch,7,10754.580000000002,140,294.25458,CAMP_LOCAL_BRANCH_EVENT
M008778,54,spanish,67208,branch,17,106396.28999999995,88,288.39628999999996,CAMP_LOCAL_BRANCH_EVENT
M006982,56,english,80212,referral,14,25445.200000000004,126,283.4452,CAMP_LOCAL_BRANCH_EVENT
M002722,34,english,80231,online,20,20268.239999999994,128,282.26824,CAMP_LOCAL_BRANCH_EVENT
M002358,42,english,80010,branch,6,47120.0,116,282.12,CAMP_LOCAL_BRANCH_EVENT
M000066,56,english,80112,online,15,8007.859999999999,134,282.00786,CAMP_LOCAL_BRANCH_EVENT
M004981,26,spanish,80212,online,19,3957.7999999999997,134,277.9578,CAMP_LOCAL_BRANCH_EVENT
M003446,26,spanish,80022,online,10,44854.04000000001,114,277.85404,CAMP_LOCAL_BRANCH_EVENT
M001238,33,english,80231,referral,15,41212.80000000005,111,269.2128,CAMP_LOCAL_BRANCH_EVENT
M007408,48,english,80203,referral,11,29299.759999999987,116,266.79976,CAMP_LOCAL_BRANCH_EVENT
M003791,47,english,80212,online,15,371.43,130,266.37143,CAMP_LOCAL_BRANCH_EVENT
M002961,30,english,80123,referral,13,7951.299999999998,126,265.9513,CAMP_LOCAL_BRANCH_EVENT
M000069,44,english,80212,branch,19,18930.559999999994,120,264.93056,CAMP_LOCAL_BRANCH_EVENT
M008922,45,english,80204,branch,11,34938.0,112,264.438,CAMP_LOCAL_BRANCH_EVENT
M009159,57,english,80112,referral,14,44147.35,106,262.14735,CAMP_LOCAL_BRANCH_EVENT
M005861,55,english,80123,online,20,52141.959999999985,102,262.14196,CAMP_LOCAL_BRANCH_EVENT
M000841,39,spanish,80203,online,19,20798.05,117,260.79805,CAMP_LOCAL_BRANCH_EVENT
M005705,36,spanish,80204,event,19,25932.899999999972,114,259.93289999999996,CAMP_LOCAL_BRANCH_EVENT
M009813,45,english,80123,online,21,21866.649999999994,116,259.86665,CAMP_LOCAL_BRANCH_EVENT
M002050,42,spanish,80112,online,17,7200.719999999998,123,259.20072,CAMP_LOCAL_BRANCH_EVENT
M005704,33,english,67202,online,11,11201.759999999997,120,256.70176000000004,CAMP_LOCAL_BRANCH_EVENT
M009833,35,english,80204,branch,20,19629.61,114,253.62961,CAMP_LOCAL_BRANCH_EVENT
M009448,33,english,80112,online,3,15327.830000000002,118,252.82783,CAMP_LOCAL_BRANCH_EVENT
M000017,28,english,80231,online,8,15840.509999999998,116,251.84051,CAMP_LOCAL_BRANCH_EVENT
M003307,46,english,80022,online,17,651.15,122,250.65115,CAMP_LOCAL_BRANCH_EVENT
M004559,34,english,67208,referral,9,47757.23999999996,99,250.25723999999997,CAMP_LOCAL_BRANCH_EVENT
M007387,36,english,80112,online,14,21870.599999999984,111,249.8706,CAMP_LOCAL_BRANCH_EVENT
M007326,48,spanish,80203,online,19,7883.499999999999,117,247.8835,CAMP_LOCAL_BRANCH_EVENT
M002478,57,spanish,80212,online,16,20087.519999999997,110,246.08751999999998,CAMP_LOCAL_BRANCH_EVENT
M008448,67,spanish,80212,online,16,17402.76,110,243.40276,CAMP_LOCAL_BRANCH_EVENT
M003813,30,english,80012,referral,15,20446.32,108,242.44632000000001,CAMP_LOCAL_BRANCH_EVENT
M002672,47,english,80220,referral,10,70019.09999999999,83,241.01909999999998,CAMP_LOCAL_BRANCH_EVENT
M002136,33,english,80231,branch,20,10523.169999999998,112,240.52317,CAMP_LOCAL_BRANCH_EVENT
M004267,43,english,80010,online,16,27167.519999999986,102,237.16752,CAMP_LOCAL_BRANCH_EVENT
M007225,40,english,80112,online,20,24188.640000000003,102,234.18864,CAMP_LOCAL_BRANCH_EVENT
M004303,28,english,80204,branch,18,0.0,114,234.0,CAMP_LOCAL_BRANCH_EVENT
M009160,54,english,80012,online,9,67648.56000000004,80,232.14856000000003,CAMP_LOCAL_BRANCH_EVENT
M008067,54,english,80212,online,8,29715.119999999995,99,231.71511999999998,CAMP_LOCAL_BRANCH_EVENT
M003226,28,english,67202,referral,13,9601.4,108,231.6014,CAMP_LOCAL_BRANCH_EVENT
M009103,49,spanish,67212,event,12,8577.6,108,230.5776,CAMP_LOCAL_BRANCH_EVENT
M009984,43,spanish,80022,branch,10,27333.149999999998,99,230.33315,CAMP_LOCAL_BRANCH_EVENT
M002896,87,english,67202,online,6,43195.62000000001,92,230.19562000000002,CAMP_LOCAL_BRANCH_EVENT
M004596,42,spanish,80212,online,18,40035.11999999999,92,230.03512,CAMP_LOCAL_BRANCH_EVENT
M003168,42,english,80216,referral,14,0.0,112,230.0,CAMP_LOCAL_BRANCH_EVENT
M002717,48,spanish,80220,online,21,22103.289999999994,100,228.10329,CAMP_LOCAL_BRANCH_EVENT
M005896,52,spanish,80216,branch,15,22094.4,100,228.0944,CAMP_LOCAL_BRANCH_EVENT
M000126,66,english,80203,referral,12,5660.38,108,227.66038,CAMP_LOCAL_BRANCH_EVENT
M001271,53,spanish,80220,online,18,64941.52000000006,78,226.94152000000008,CAMP_LOCAL_BRANCH_EVENT
M008916,45,english,80010,referral,19,16292.16,102,226.29216,CAMP_LOCAL_BRANCH_EVENT
M003281,30,english,80212,branch,7,5581.529999999999,108,225.08153,CAMP_LOCAL_BRANCH_EVENT
M007119,30,english,80112,online,9,12188.099999999997,104,224.6881,CAMP_LOCAL_BRANCH_EVENT
M001628,55,english,80203,branch,18,86327.87999999999,66,224.32788,CAMP_LOCAL_BRANCH_EVENT
M003583,63,spanish,80220,online,11,1629.6000000000001,108,223.1296,CAMP_LOCAL_BRANCH_EVENT
M008342,40,english,80012,referral,8,30605.130000000005,94,222.60513,CAMP_LOCAL_BRANCH_EVENT
M006799,37,english,80012,branch,7,30958.290000000026,94,222.45829000000003,CAMP_LOCAL_BRANCH_EVENT
M001196,45,english,80123,online,15,0.0,108,222.0,CAMP_LOCAL_BRANCH_EVENT
M001396,42,english,80022,referral,8,13702.59,102,221.70259,CAMP_LOCAL_BRANCH_EVENT
M009100,34,spanish,67208,online,14,34776.94999999998,90,220.77695,CAMP_LOCAL_BRANCH_EVENT
M001925,65,english,80204,online,16,29913.289999999994,92,219.91329,CAMP_LOCAL_BRANCH_EVENT
